output_item_name,output_canonical_key,derived_craft_quantity,input_order,input_item_name,input_canonical_key,input_inventory_quantity,displayed_required_quantity,per_craft_quantity,evidence_source,evidence_date,review_status,notes
Red Brick,red brick,0,1,Straw,straw,11980,50,50,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Brick,red brick,0,2,Sand,sand,0,50,50,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Brick,red brick,0,3,Bucket,bucket,32180,5,5,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Brick,red brick,0,4,Red Dye,red dye,3546,5,5,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Brick,red brick,0,5,Mushroom Paste,mushroom paste,1,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Diary,red diary,0,1,Mushroom Paste,mushroom paste,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Diary,red diary,0,2,White Parchment,white parchment,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Diary,red diary,0,3,Red Parchment,red parchment,8670,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Parchment,red parchment,0,1,Striped Feather,striped feather,1,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Shirt,red shirt,0,1,Cloth,cloth,4,10,10,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Shirt,red shirt,0,2,Red Dye,red dye,3546,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Shirt,red shirt,0,3,Sewing Needle,sewing needle,31146,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Trunk,red trunk,0,1,Nails,nails,32180,16,16,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Trunk,red trunk,0,2,Steel,steel,11092,8,8,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Trunk,red trunk,0,3,Wooden Plank,wooden plank,32180,6,6,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Trunk,red trunk,0,4,Red Dye,red dye,3546,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Red Trunk,red trunk,0,5,Leather,leather,1,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Redbrook Patch,redbrook patch,0,1,Sewing Needle,sewing needle,31146,8,8,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Redbrook Patch,redbrook patch,0,2,Red Twine,red twine,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Redbrook Patch,redbrook patch,0,3,Blue Twine,blue twine,32179,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Redbrook Patch,redbrook patch,0,4,Green Twine,green twine,32159,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Redbrook Patch,redbrook patch,0,5,Purple Twine,purple twine,31811,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Redbrook Patch,redbrook patch,0,6,Orange Twine,orange twine,32159,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Redbrook Patch,redbrook patch,0,7,White Twine,white twine,24995,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Redbrook Patch,redbrook patch,0,8,Yellow Twine,yellow twine,32179,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Redbrook Patch,redbrook patch,0,9,Brown Twine,brown twine,32179,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Refined Esperium,refined esperium,0,1,Esperium,esperium,32180,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Refined Esperium,refined esperium,0,2,Emberstone,emberstone,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Refined Plum Ore,refined plum ore,0,1,Plum Ore,plum ore,32104,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Refined Plum Ore,refined plum ore,0,2,Emberstone,emberstone,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Reforged Sword,reforged sword,0,1,Emberstone,emberstone,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Reforged Sword,reforged sword,0,2,Fire Crystal,fire crystal,15624,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Reforged Sword,reforged sword,0,3,Broken Sword,broken sword,5896,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Reforged Sword,reforged sword,0,4,Plum Iron,plum iron,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Reforged Sword,reforged sword,0,5,Quench,quench,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Reinforced Helmet,reinforced helmet,0,1,Hide,hide,1,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Reinforced Helmet,reinforced helmet,0,2,Steel,steel,11092,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Reinforced Helmet,reinforced helmet,0,3,Leather Helmet,leather helmet,31349,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Salt,salt,0,1,Salt Rock,salt rock,30,50,50,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Salt,salt,0,2,Hammer,hammer,32175,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Scissors,scissors,0,1,Wood,wood,0,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Scissors,scissors,0,2,Steel,steel,11092,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Scissors,scissors,0,3,Nails,nails,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Scissors,scissors,0,4,Stone,stone,27988,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Scissors,scissors,0,5,Iron Ring,iron ring,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Sewing Needle,sewing needle,0,1,Bone,bone,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Sewing Needle,sewing needle,0,2,Twine,twine,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Sewing Needle,sewing needle,0,3,Awl,awl,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Shining Earrings,shining earrings,0,1,Pyredrop,pyredrop,31667,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Shining Earrings,shining earrings,0,2,Strong Wire,strong wire,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Ship in a Bottle,ship in a bottle,0,1,Mushroom Paste,mushroom paste,1,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Ship in a Bottle,ship in a bottle,0,2,Oak,oak,75,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Ship in a Bottle,ship in a bottle,0,3,Sand,sand,0,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Ship in a Bottle,ship in a bottle,0,4,Glass Bottle,glass bottle,6230,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Ship in a Bottle,ship in a bottle,0,5,Model Ship,model ship,11,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Snow Shoes,snow shoes,0,1,Yarn,yarn,32180,32,32,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Snow Shoes,snow shoes,0,2,Straw,straw,11980,24,24,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Snow Shoes,snow shoes,0,3,Oak,oak,75,20,20,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Snow Shoes,snow shoes,0,4,Leather,leather,1,5,5,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Snow Shoes,snow shoes,0,5,Handsaw,handsaw,31201,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Spiky Bracelet,spiky bracelet,0,1,Onyx Scorpion,onyx scorpion,1,12,12,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Spiky Bracelet,spiky bracelet,0,2,Monster Skull,monster skull,25415,6,6,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Spiky Bracelet,spiky bracelet,0,3,Mushroom Paste,mushroom paste,1,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Spiky Bracelet,spiky bracelet,0,4,Leather,leather,1,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Spiky Bracelet,spiky bracelet,0,5,Sewing Needle,sewing needle,31146,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Spoon,spoon,0,1,Bone,bone,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Spoon,spoon,0,2,Twine,twine,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Spoon,spoon,0,3,Axe,axe,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,1,Sandstone,sandstone,32180,17,17,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,2,Copper Wire,copper wire,8706,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,3,Aquamarine,aquamarine,32077,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,4,Amethyst,amethyst,24049,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,5,Lemon Quartz,lemon quartz,31368,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,6,Ruby,ruby,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,7,Shimmer Quartz,shimmer quartz,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,8,Emerald,emerald,32051,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,9,Jade,jade,19507,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,10,Garnet,garnet,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,11,Aquacite,aquacite,12539,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,12,Fairy Crystal,fairy crystal,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,13,Lapis Lazuli,lapis lazuli,1465,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,14,Pyredrop,pyredrop,31667,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,15,Flarite,flarite,672,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,16,Jadeite,jadeite,10004,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Stained Glass Art,stained glass art,0,17,Peridot,peridot,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Steel Buckle,steel buckle,0,1,Emberstone,emberstone,0,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Steel Buckle,steel buckle,0,2,Steel,steel,11092,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Steel Buckle,steel buckle,0,3,Hammer,hammer,32175,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Steel Vise,steel vise,0,1,Steel,steel,11092,50,50,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Steel Vise,steel vise,0,2,Glass Orb,glass orb,0,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Steel Vise,steel vise,0,3,Blue Dye,blue dye,32180,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Steel Vise,steel vise,0,4,Small Bolt,small bolt,1,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Steel Vise,steel vise,0,5,Wooden Plank,wooden plank,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Steel Vise,steel vise,0,6,Broken Pipe,broken pipe,31858,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Strong Wire,strong wire,0,1,Carbon Sphere,carbon sphere,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Strong Wire,strong wire,0,2,Orange Calcite,orange calcite,13420,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Sunflower Oil,sunflower oil,0,1,Sunflower,sunflower,1,6,6,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Sunflower Oil,sunflower oil,0,2,Glass Bottle,glass bottle,6230,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Sunflower Oil,sunflower oil,0,3,Twine,twine,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Sunstone Ring,sunstone ring,0,1,Sunstone,sunstone,23434,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Sunstone Ring,sunstone ring,0,2,Cave Paste,cave paste,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Sunstone Ring,sunstone ring,0,3,Esperium Band,esperium band,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Tie Dye Scarf,tie dye scarf,0,1,Yarn,yarn,32180,6,6,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Tie Dye Scarf,tie dye scarf,0,2,Green Dye,green dye,28143,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Tie Dye Scarf,tie dye scarf,0,3,Blue Dye,blue dye,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Tie Dye Scarf,tie dye scarf,0,4,Red Dye,red dye,3546,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Tie Dye Scarf,tie dye scarf,0,5,Purple Dye,purple dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Tie Dye Scarf,tie dye scarf,0,6,Orange Dye,orange dye,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Tie Dye Scarf,tie dye scarf,0,7,Yellow Dye,yellow dye,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Cloak,white cloak,0,1,Twine,twine,1,10,10,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Cloak,white cloak,0,2,White Dye,white dye,0,10,10,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Cloak,white cloak,0,3,Leather,leather,1,5,5,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Cloak,white cloak,0,4,Cotton,cotton,1909,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Dye,white dye,0,1,Mist Lily,mist lily,2,5,5,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Dye,white dye,0,2,Glass Bottle,glass bottle,6230,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Purse,white purse,0,1,Coin Purse,coin purse,20400,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Purse,white purse,0,2,White Dye,white dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Scarf,white scarf,0,1,Yarn,yarn,32180,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Scarf,white scarf,0,2,White Dye,white dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Shirt,white shirt,0,1,Cloth,cloth,4,10,10,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
