item_name,item_buddy_url,used_in_item_name,used_in_buddy_url,quantity
White Parchment,https://buddy.farm/i/white-parchment/,Grand Piano,https://buddy.farm/i/grand-piano/,10
White Parchment,https://buddy.farm/i/white-parchment/,Red Diary,https://buddy.farm/i/red-diary/,1
White Sugar,https://buddy.farm/i/white-sugar/,Sugar Cube,https://buddy.farm/i/sugar-cube/,1
White Sugar,https://buddy.farm/i/white-sugar/,Shamrock Milk,https://buddy.farm/i/shamrock-milk/,2
Wood,https://buddy.farm/i/wood/,Board,https://buddy.farm/i/board/,5
Wood,https://buddy.farm/i/wood/,Horn Canteen,https://buddy.farm/i/horn-canteen/,1
Wood,https://buddy.farm/i/wood/,Fancy Pipe,https://buddy.farm/i/fancy-pipe/,2
Wood,https://buddy.farm/i/wood/,Scissors,https://buddy.farm/i/scissors/,2
Wood,https://buddy.farm/i/wood/,Compass,https://buddy.farm/i/compass/,2
Wood,https://buddy.farm/i/wood/,Hourglass,https://buddy.farm/i/hourglass/,6
Wood,https://buddy.farm/i/wood/,Wooden Bow,https://buddy.farm/i/wooden-bow/,4
Wood,https://buddy.farm/i/wood/,Bottle Rocket,https://buddy.farm/i/bottle-rocket/,3
Wood,https://buddy.farm/i/wood/,Twine,https://buddy.farm/i/twine/,1
Wood,https://buddy.farm/i/wood/,Fancy Pan Flute,https://buddy.farm/i/fancy-pan-flute/,9
Wood,https://buddy.farm/i/wood/,Red Butterfly,https://buddy.farm/i/red-butterfly/,1
Wood,https://buddy.farm/i/wood/,Awl,https://buddy.farm/i/awl/,1
Wood,https://buddy.farm/i/wood/,Wooden Button,https://buddy.farm/i/wooden-button/,1
Wood,https://buddy.farm/i/wood/,Purple Butterfly,https://buddy.farm/i/purple-butterfly/,1
Wood,https://buddy.farm/i/wood/,Blue Butterfly,https://buddy.farm/i/blue-butterfly/,1
Wood,https://buddy.farm/i/wood/,Grand Piano,https://buddy.farm/i/grand-piano/,88
Wood,https://buddy.farm/i/wood/,Green Butterfly,https://buddy.farm/i/green-butterfly/,1
Wood,https://buddy.farm/i/wood/,Wooden Spear,https://buddy.farm/i/wooden-spear/,1
Wood,https://buddy.farm/i/wood/,Orange Butterfly,https://buddy.farm/i/orange-butterfly/,1
Wood,https://buddy.farm/i/wood/,Yellow Butterfly,https://buddy.farm/i/yellow-butterfly/,1
Wooden Barrel,https://buddy.farm/i/wooden-barrel/,Butter Churn,https://buddy.farm/i/butter-churn/,1
Wooden Box,https://buddy.farm/i/wooden-box/,Sugar Cube,https://buddy.farm/i/sugar-cube/,1
Wooden Button,https://buddy.farm/i/wooden-button/,Leather Helmet,https://buddy.farm/i/leather-helmet/,2
Wooden Button,https://buddy.farm/i/wooden-button/,Rucksack,https://buddy.farm/i/rucksack/,4
Wooden Button,https://buddy.farm/i/wooden-button/,Corn Husk Doll,https://buddy.farm/i/corn-husk-doll/,2
Wooden Plank,https://buddy.farm/i/wooden-plank/,Handsaw,https://buddy.farm/i/handsaw/,1
Wooden Plank,https://buddy.farm/i/wooden-plank/,Wooden Table,https://buddy.farm/i/wooden-table/,1
Wooden Plank,https://buddy.farm/i/wooden-plank/,Ship Mast,https://buddy.farm/i/ship-mast/,12
Wooden Plank,https://buddy.farm/i/wooden-plank/,Treasure Chest,https://buddy.farm/i/treasure-chest/,6
Wooden Plank,https://buddy.farm/i/wooden-plank/,Wooden Shield,https://buddy.farm/i/wooden-shield/,1
Wooden Plank,https://buddy.farm/i/wooden-plank/,Sturdy Shield,https://buddy.farm/i/sturdy-shield/,1
Wooden Plank,https://buddy.farm/i/wooden-plank/,Red Trunk,https://buddy.farm/i/red-trunk/,6
Wooden Plank,https://buddy.farm/i/wooden-plank/,Steel Vise,https://buddy.farm/i/steel-vise/,1
Wooden Plank,https://buddy.farm/i/wooden-plank/,Sturdy Box,https://buddy.farm/i/sturdy-box/,6
Wooden Plank,https://buddy.farm/i/wooden-plank/,Wooden Box,https://buddy.farm/i/wooden-box/,6
Wooden Plank,https://buddy.farm/i/wooden-plank/,Grand Piano,https://buddy.farm/i/grand-piano/,11
Wooden Shield,https://buddy.farm/i/wooden-shield/,Red Shield,https://buddy.farm/i/red-shield/,1
Wooden Shield,https://buddy.farm/i/wooden-shield/,Green Shield,https://buddy.farm/i/green-shield/,1
Worms,https://buddy.farm/i/worms/,Chum,https://buddy.farm/i/chum/,10
Wrench,https://buddy.farm/i/wrench/,Energy Coil,https://buddy.farm/i/energy-coil/,1
Y73841 Blueprint,https://buddy.farm/i/y73841-blueprint/,Y73841 Detector,https://buddy.farm/i/y73841-detector/,1
Yarn,https://buddy.farm/i/yarn/,Green Scarf,https://buddy.farm/i/green-scarf/,2
Yarn,https://buddy.farm/i/yarn/,Fancy Drum,https://buddy.farm/i/fancy-drum/,4
Yarn,https://buddy.farm/i/yarn/,Seashell Necklace,https://buddy.farm/i/seashell-necklace/,4
Yarn,https://buddy.farm/i/yarn/,Red Scarf,https://buddy.farm/i/red-scarf/,2
Yarn,https://buddy.farm/i/yarn/,Snow Shoes,https://buddy.farm/i/snow-shoes/,32
Yarn,https://buddy.farm/i/yarn/,Yellow Scarf,https://buddy.farm/i/yellow-scarf/,2
Yarn,https://buddy.farm/i/yarn/,Orange Scarf,https://buddy.farm/i/orange-scarf/,2
Yarn,https://buddy.farm/i/yarn/,Black Scarf,https://buddy.farm/i/black-scarf/,2
Yarn,https://buddy.farm/i/yarn/,White Scarf,https://buddy.farm/i/white-scarf/,2
Yarn,https://buddy.farm/i/yarn/,Tie Dye Scarf,https://buddy.farm/i/tie-dye-scarf/,6
Yellow Dye,https://buddy.farm/i/yellow-dye/,Yellow Purse,https://buddy.farm/i/yellow-purse/,1
Yellow Dye,https://buddy.farm/i/yellow-dye/,Yellow Twine,https://buddy.farm/i/yellow-twine/,1
Yellow Dye,https://buddy.farm/i/yellow-dye/,Yellow Bag,https://buddy.farm/i/yellow-bag/,1
Yellow Dye,https://buddy.farm/i/yellow-dye/,Yellow Butterfly,https://buddy.farm/i/yellow-butterfly/,1
Yellow Dye,https://buddy.farm/i/yellow-dye/,Yellow Scarf,https://buddy.farm/i/yellow-scarf/,1
Yellow Dye,https://buddy.farm/i/yellow-dye/,Yellow Shirt,https://buddy.farm/i/yellow-shirt/,1
Yellow Dye,https://buddy.farm/i/yellow-dye/,Tie Dye Scarf,https://buddy.farm/i/tie-dye-scarf/,1
Yellow Dye,https://buddy.farm/i/yellow-dye/,Propeller Hat,https://buddy.farm/i/propeller-hat/,2
Yellow Flowers,https://buddy.farm/i/yellow-flowers/,Bouquet of Flowers,https://buddy.farm/i/bouquet-of-flowers/,2
