normalized_key,primary_name,observed_names,match_status,occurrence_count,roles,match_candidate_count,matched_item_name,matched_category,matched_museum_category,matched_obtainable,notes
gold coral,Gold Coral,Gold Coral,matched,1,page_item,1,Gold Coral,Fish,Fish,Y,
gold crab,Gold Crab,Gold Crab,matched,1,page_item,1,Gold Crab,Fish,Fish,Y,
gold cucumber,Gold Cucumber,Gold Cucumber,matched,1,page_item,1,Gold Cucumber,Crop,Crops,Y,
gold cucumber seeds,Gold Cucumber Seeds,Gold Cucumber Seeds,matched,1,page_item,1,Gold Cucumber Seeds,Seed,Seeds,Y,
gold drum,Gold Drum,Gold Drum,matched,1,page_item,1,Gold Drum,Fish,Fish,Y,
gold egg,Gold Egg,Gold Egg,matched,1,page_item,1,Gold Egg,Event,Event,Y,
gold eggplant,Gold Eggplant,Gold Eggplant,matched,1,page_item,1,Gold Eggplant,Crop,Crops,Y,
gold eggplant seeds,Gold Eggplant Seeds,Gold Eggplant Seeds,matched,1,page_item,1,Gold Eggplant Seeds,Seed,Seeds,Y,
gold feather,Gold Feather,Gold Feather,matched,1,page_item,1,Gold Feather,Item,Items,Y,
gold feed,Gold Feed,Gold Feed,matched,1,page_item,1,Gold Feed,Item,Items,Y,
gold flier,Gold Flier,Gold Flier,matched,1,page_item,1,Gold Flier,Fish,Fish,Y,
gold horseshoe,Gold Horseshoe,Gold Horseshoe,matched,1,page_item,1,Gold Horseshoe,Event,Event,Y,
gold jade ring,Gold Jade Ring,Gold Jade Ring,matched,4,page_item; used_in_target,1,Gold Jade Ring,Item,Items,Y,
jade,Jade,Jade,matched,6,ingredient; page_item; used_in_target,1,Jade,Item,Items,Y,
gold jelly,Gold Jelly,Gold Jelly,matched,1,page_item,1,Gold Jelly,Fish,Fish,Y,
gold king apple,Gold King Apple,Gold King Apple,matched,1,page_item,1,Gold King Apple,Event,Event,Y,
gold laurel,Gold Laurel,Gold Laurel,matched,1,page_item,1,Gold Laurel,Item,Items,Y,
gold lemon quartz ring,Gold Lemon Quartz Ring,Gold Lemon Quartz Ring,matched,4,page_item; used_in_target,1,Gold Lemon Quartz Ring,Item,Items,Y,
gold mittens,Gold Mittens,Gold Mittens,matched,1,page_item,1,Gold Mittens,Event,Event,Y,
gold pea seeds,Gold Pea Seeds,Gold Pea Seeds,matched,1,page_item,1,Gold Pea Seeds,Seed,Seeds,Y,
gold peas,Gold Peas,Gold Peas,matched,1,page_item,1,Gold Peas,Crop,Crops,Y,
gold pepper seeds,Gold Pepper Seeds,Gold Pepper Seeds,matched,1,page_item,1,Gold Pepper Seeds,Seed,Seeds,Y,
gold peppers,Gold Peppers,Gold Peppers,matched,1,page_item,1,Gold Peppers,Crop,Crops,Y,
gold potato,Gold Potato,Gold Potato,matched,1,page_item,1,Gold Potato,Item,Items,Y,
gold ruby ring,Gold Ruby Ring,Gold Ruby Ring,matched,4,page_item; used_in_target,1,Gold Ruby Ring,Item,Items,Y,
gold rudolph,Gold Rudolph,Gold Rudolph,matched,1,page_item,1,Gold Rudolph,Event,Event,Y,
gold sea bass,Gold Sea Bass,Gold Sea Bass,matched,1,page_item,1,Gold Sea Bass,Fish,Fish,Y,
gold sea crest,Gold Sea Crest,Gold Sea Crest,matched,1,page_item,1,Gold Sea Crest,Fish,Fish,Y,
gold seed bag 01,Gold Seed Bag 01,Gold Seed Bag 01,matched,1,page_item,1,Gold Seed Bag 01,Item,Items,Y,
gold shamrock,Gold Shamrock,Gold Shamrock,matched,1,page_item,1,Gold Shamrock,Event,Event,Y,
gold slimeback,Gold Slimeback,Gold Slimeback,matched,1,page_item,1,Gold Slimeback,Fish,Fish,Y,
gold trout,Gold Trout,Gold Trout,matched,1,page_item,1,Gold Trout,Fish,Fish,Y,
gold wreath,Gold Wreath,Gold Wreath,matched,1,page_item,1,Gold Wreath,Event,Event,Y,
goldfin,Goldfin,Goldfin,matched,1,page_item,1,Goldfin,Fish,Fish,Y,
goldfish,Goldfish,Goldfish,matched,1,page_item,1,Goldfish,Fish,Fish,Y,
goldgill,Goldgill,Goldgill,matched,1,page_item,1,Goldgill,Fish,Fish,Y,
goldjack,Goldjack,Goldjack,matched,1,page_item,1,Goldjack,Fish,Fish,Y,
goldray,Goldray,Goldray,matched,1,page_item,1,Goldray,Fish,Fish,Y,
good luck card,Good Luck Card,Good Luck Card,matched,1,page_item,1,Good Luck Card,Card,Cards,Y,
goostav bobblehead,Goostav Bobblehead,Goostav Bobblehead,matched,1,page_item,1,Goostav Bobblehead,Item,Items,Y,
gouda,Gouda,Gouda,matched,1,page_item,1,Gouda,Item,Items,Y,
grab bag 01,Grab Bag 01,Grab Bag 01,matched,1,page_item,1,Grab Bag 01,Item,Items,Y,
grab bag 02,Grab Bag 02,Grab Bag 02,matched,1,page_item,1,Grab Bag 02,Item,Items,Y,
grab bag 03,Grab Bag 03,Grab Bag 03,matched,1,page_item,1,Grab Bag 03,Item,Items,Y,
grab bag 04,Grab Bag 04,Grab Bag 04,matched,1,page_item,1,Grab Bag 04,Item,Items,Y,
grab bag 05,Grab Bag 05,Grab Bag 05,matched,1,page_item,1,Grab Bag 05,Item,Items,Y,
grab bag 06,Grab Bag 06,Grab Bag 06,matched,1,page_item,1,Grab Bag 06,Item,Items,Y,
grab bag 07,Grab Bag 07,Grab Bag 07,matched,1,page_item,1,Grab Bag 07,Item,Items,Y,
grab bag 08,Grab Bag 08,Grab Bag 08,matched,1,page_item,1,Grab Bag 08,Item,Items,Y,
horn,Horn,Horn,matched,4,ingredient; page_item,1,Horn,Item,Items,Y,
grasshopper,Grasshopper,Grasshopper,matched,1,page_item,1,Grasshopper,Item,Items,Y,
gravy boat,Gravy Boat,Gravy Boat,matched,1,page_item,1,Gravy Boat,Event,Event,Y,
green apple,Green Apple,Green Apple,matched,1,page_item,1,Green Apple,Event,Event,Y,
green backpack,Green Backpack,Green Backpack,matched,1,page_item,1,Green Backpack,Item,Items,Y,
green barracuda,Green Barracuda,Green Barracuda,matched,1,page_item,1,Green Barracuda,Fish,Fish,Y,
green chromis,Green Chromis,Green Chromis,matched,1,page_item,1,Green Chromis,Fish,Fish,Y,
green diary,Green Diary,Green Diary,matched,4,page_item; used_in_target,1,Green Diary,Item,Items,Y,
green scarf,Green Scarf,Green Scarf,matched,3,page_item; used_in_target,1,Green Scarf,Item,Items,Y,
green shield,Green Shield,Green Shield,matched,4,page_item; used_in_target,1,Green Shield,Item,Items,Y,
green halite,Green Halite,Green Halite,matched,1,page_item,1,Green Halite,Item,Items,Y,
green jellyfish,Green Jellyfish,Green Jellyfish,matched,1,page_item,1,Green Jellyfish,Fish,Fish,Y,
green ornament,Green Ornament,Green Ornament,matched,1,page_item,1,Green Ornament,Event,Event,Y,
green rubee,Green Rubee,Green Rubee,matched,1,page_item,1,Green Rubee,Item,Items,Y,
wooden shield,Wooden Shield,Wooden Shield,matched,6,ingredient; page_item; used_in_target,1,Wooden Shield,Item,Items,Y,
green torpedo,Green Torpedo,Green Torpedo,matched,1,page_item,1,Green Torpedo,Item,Items,Y,
groundhog buddy doll,Groundhog Buddy Doll,Groundhog Buddy Doll,matched,1,page_item,1,Groundhog Buddy Doll,Item,Items,Y,
growth medallion i,Growth Medallion I,Growth Medallion I,matched,1,page_item,1,Growth Medallion I,Item,Items,Y,
growth medallion ii,Growth Medallion II,Growth Medallion II,matched,1,page_item,1,Growth Medallion II,Item,Items,Y,
gummy globber,Gummy Globber,Gummy Globber,matched,1,page_item,1,Gummy Globber,Item,Items,Y,
gummy worms,Gummy Worms,Gummy Worms,matched,1,page_item,1,Gummy Worms,Bait,Bait,Y,
oak table,Oak Table,Oak Table,matched,4,page_item; used_in_target,1,Oak Table,Item,Items,Y,
snow shoes,Snow Shoes,Snow Shoes,matched,6,page_item; used_in_target,1,Snow Shoes,Item,Items,Y,
happy cookies,Happy Cookies,Happy Cookies,matched,1,page_item,1,Happy Cookies,Event,Event,Y,
happy farmiversary card,Happy Farmiversary Card,Happy Farmiversary Card,matched,1,page_item,1,Happy Farmiversary Card,Card,Cards,Y,
happy halloween card,Happy Halloween Card,Happy Halloween Card,matched,1,page_item,1,Happy Halloween Card,Card,Cards,Y,
harpoon,Harpoon,Harpoon,matched,1,page_item,1,Harpoon,Item,Items,N,
headdress of luna,Headdress of Luna,Headdress of Luna,matched,1,page_item,1,Headdress of Luna,Item,Items,Y,
heart candies,Heart Candies,Heart Candies,matched,1,page_item,1,Heart Candies,Event,Event,Y,
heart container,Heart Container,Heart Container,matched,2,page_item; used_in_target,1,Heart Container,Item,Items,Y,
piece of heart,Piece of Heart,Piece of Heart,matched,2,ingredient; page_item,1,Piece of Heart,Item,Items,Y,
heart necklace,Heart Necklace,Heart Necklace,matched,1,page_item,1,Heart Necklace,Event,Event,Y,
heart necklace left piece,Heart Necklace Left Piece,Heart Necklace Left Piece,matched,1,page_item,1,Heart Necklace Left Piece,Event,Event,Y,
heart necklace right piece,Heart Necklace Right Piece,Heart Necklace Right Piece,matched,1,page_item,1,Heart Necklace Right Piece,Event,Event,Y,
heart-shaped box 01,Heart-shaped Box 01,Heart-shaped Box 01,matched,1,page_item,1,Heart-shaped Box 01,Item,Items,Y,
heart-shaped box 02,Heart-shaped Box 02,Heart-shaped Box 02,matched,1,page_item,1,Heart-shaped Box 02,Item,Items,Y,
heart-shaped box 03,Heart-shaped Box 03,Heart-shaped Box 03,matched,1,page_item,1,Heart-shaped Box 03,Item,Items,Y,
heart-shaped gem,Heart-shaped Gem,Heart-shaped Gem,matched,1,page_item,1,Heart-shaped Gem,Event,Event,Y,
hearts,Hearts,Hearts,matched,1,page_item,1,Hearts,Item,Items,Y,
hensods's bonsai,Hensods's Bonsai,Hensods's Bonsai,matched,1,page_item,1,Hensods's Bonsai,Item,Items,Y,
hessian's axe,Hessian's Axe,Hessian's Axe,matched,1,page_item,1,Hessian's Axe,Event,Event,Y,
hickory omelette,Hickory Omelette,Hickory Omelette,matched,1,page_item,1,Hickory Omelette,Meal,Meals,Y,
mariya's hickory omelette,Mariya's Hickory Omelette,Mariya's Hickory Omelette,matched,2,page_item; recipe_book,1,Mariya's Hickory Omelette,Item,Items,Y,
peppers,Peppers,Peppers,matched,5,ingredient; page_item,1,Peppers,Crop,Crops,Y,
hide,Hide,Hide,matched,4,ingredient; page_item,1,Hide,Item,Items,Y,
reinforced helmet,Reinforced Helmet,Reinforced Helmet,matched,4,page_item; used_in_target,1,Reinforced Helmet,Item,Items,Y,
leather helmet,Leather Helmet,Leather Helmet,matched,7,ingredient; page_item; used_in_target,1,Leather Helmet,Item,Items,Y,
hockey mask,Hockey Mask,Hockey Mask,matched,1,page_item,1,Hockey Mask,Event,Event,Y,
holger bobblehead,Holger Bobblehead,Holger Bobblehead,matched,1,page_item,1,Holger Bobblehead,Item,Items,Y,
holger's lunch box,Holger's Lunch Box,Holger's Lunch Box,matched,1,page_item,1,Holger's Lunch Box,Item,Items,Y,
holger's mushroom stew,Holger's Mushroom Stew,Holger's Mushroom Stew,matched,2,page_item; recipe_book,1,Holger's Mushroom Stew,Item,Items,Y,
holiday cake,Holiday Cake,Holiday Cake,matched,1,page_item,1,Holiday Cake,Event,Event,Y,
holiday candles,Holiday Candles,Holiday Candles,matched,1,page_item,1,Holiday Candles,Event,Event,Y,
holiday cheer bundle 01,Holiday Cheer Bundle 01,Holiday Cheer Bundle 01,matched,1,page_item,1,Holiday Cheer Bundle 01,Item,Items,Y,
holiday garland,Holiday Garland,Holiday Garland,matched,1,page_item,1,Holiday Garland,Event,Event,Y,
holiday wreath,Holiday Wreath,Holiday Wreath,matched,1,page_item,1,Holiday Wreath,Event,Event,Y,
honey,Honey,Honey,matched,2,ingredient; page_item,1,Honey,Item,Items,Y,
honeycomb,Honeycomb,Honeycomb,matched,1,page_item,1,Honeycomb,Item,Items,Y,
honeysuckle,Honeysuckle,Honeysuckle,matched,1,page_item,1,Honeysuckle,Item,Items,Y,
hops,Hops,Hops,matched,1,page_item,1,Hops,Crop,Crops,Y,
hops seeds,Hops Seeds,Hops Seeds,matched,1,page_item,1,Hops Seeds,Seed,Seeds,Y,
horn canteen,Horn Canteen,Horn Canteen,matched,6,ingredient; page_item; used_in_target,1,Horn Canteen,Item,Items,Y,
horned beetle,Horned Beetle,Horned Beetle,matched,1,page_item,1,Horned Beetle,Item,Items,Y,
horseman's belt,Horseman's Belt,Horseman's Belt,matched,1,page_item,1,Horseman's Belt,Item,Items,Y,
horseshoe,Horseshoe,Horseshoe,matched,4,page_item; used_in_target,1,Horseshoe,Item,Items,Y,
hot cocoa,Hot Cocoa,Hot Cocoa,matched,1,page_item,1,Hot Cocoa,Event,Event,Y,
hot potato,Hot Potato,Hot Potato,matched,1,page_item,1,Hot Potato,Event,Event,Y,
hotdog buddy doll,Hotdog Buddy Doll,Hotdog Buddy Doll,matched,1,page_item,1,Hotdog Buddy Doll,Item,Items,Y,
hummingbird feeder,Hummingbird Feeder,Hummingbird Feeder,matched,1,page_item,1,Hummingbird Feeder,Item,Items,Y,
ice scraper,Ice Scraper,Ice Scraper,matched,1,page_item,1,Ice Scraper,Item,Items,Y,
ice shark,Ice Shark,Ice Shark,matched,1,page_item,1,Ice Shark,Fish,Fish,Y,
tea leaves,Tea Leaves,Tea Leaves,matched,2,ingredient; page_item,1,Tea Leaves,Item,Items,Y,
inferno pepper,Inferno Pepper,Inferno Pepper,matched,1,page_item,1,Inferno Pepper,Event,Event,Y,
inferno ring,Inferno Ring,Inferno Ring,matched,1,page_item,1,Inferno Ring,Item,Items,Y,
inferno sphere,Inferno Sphere,Inferno Sphere,matched,11,page_item; used_in_target,1,Inferno Sphere,Item,Items,Y,
runestone 04,Runestone 04,Runestone 04,matched,2,ingredient; page_item,1,Runestone 04,Item,Items,Y,
runestone 05,Runestone 05,Runestone 05,matched,2,ingredient; page_item,1,Runestone 05,Item,Items,Y,
runestone 09,Runestone 09,Runestone 09,matched,2,ingredient; page_item,1,Runestone 09,Item,Items,Y,
runestone 10,Runestone 10,Runestone 10,matched,2,ingredient; page_item,1,Runestone 10,Item,Items,Y,
runestone 08,Runestone 08,Runestone 08,matched,2,ingredient; page_item,1,Runestone 08,Item,Items,Y,
runestone 07,Runestone 07,Runestone 07,matched,2,ingredient; page_item,1,Runestone 07,Item,Items,Y,
runestone 01,Runestone 01,Runestone 01,matched,2,ingredient; page_item,1,Runestone 01,Item,Items,Y,
runestone 06,Runestone 06,Runestone 06,matched,2,ingredient; page_item,1,Runestone 06,Item,Items,Y,
runestone 03,Runestone 03,Runestone 03,matched,2,ingredient; page_item,1,Runestone 03,Item,Items,Y,
runestone 02,Runestone 02,Runestone 02,matched,2,ingredient; page_item,1,Runestone 02,Item,Items,Y,
iron cup,Iron Cup,Iron Cup,matched,3,page_item; used_in_target,1,Iron Cup,Item,Items,Y,
treasure chest,Treasure Chest,Treasure Chest,matched,4,page_item; used_in_target,1,Treasure Chest,Item,Items,Y,
sturdy box,Sturdy Box,Sturdy Box,matched,4,page_item; used_in_target,1,Sturdy Box,Item,Items,Y,
jade charm,Jade Charm,Jade Charm,matched,5,page_item; used_in_target,1,Jade Charm,Item,Items,Y,
scissors,Scissors,Scissors,matched,7,ingredient; page_item; used_in_target,1,Scissors,Item,Items,Y,
lemon quartz ring,Lemon Quartz Ring,Lemon Quartz Ring,matched,4,page_item; used_in_target,1,Lemon Quartz Ring,Item,Items,Y,
leather waterskin,Leather Waterskin,Leather Waterskin,matched,4,page_item; used_in_target,1,Leather Waterskin,Item,Items,Y,
shimmer ring,Shimmer Ring,Shimmer Ring,matched,4,page_item; used_in_target,1,Shimmer Ring,Item,Items,Y,
pearl necklace,Pearl Necklace,Pearl Necklace,matched,4,page_item; used_in_target,1,Pearl Necklace,Item,Items,Y,
ruby ring,Ruby Ring,Ruby Ring,matched,4,page_item; used_in_target,1,Ruby Ring,Item,Items,Y,
jack-o-key,Jack-o-key,Jack-o-key,matched,1,page_item,1,Jack-o-key,Item,Items,Y,
jack-o-lantern,Jack-o-lantern,Jack-o-lantern,matched,1,page_item,1,Jack-o-lantern,Event,Event,Y,
unpolished jade,Unpolished Jade,Unpolished Jade,matched,2,ingredient; page_item,1,Unpolished Jade,Item,Items,Y,
jadeite,Jadeite,Jadeite,matched,1,page_item,1,Jadeite,Item,Items,Y,
jar of pickles,Jar of Pickles,Jar of Pickles,matched,1,page_item,1,Jar of Pickles,Item,Items,Y,
jellyfish,Jellyfish,Jellyfish,matched,1,page_item,1,Jellyfish,Fish,Fish,Y,
jester buddy doll,Jester Buddy Doll,Jester Buddy Doll,matched,1,page_item,1,Jester Buddy Doll,Item,Items,Y,
jill bobblehead,Jill Bobblehead,Jill Bobblehead,matched,1,page_item,1,Jill Bobblehead,Item,Items,Y,
jill's quandary chowder,Jill's Quandary Chowder,Jill's Quandary Chowder,matched,2,page_item; recipe_book,1,Jill's Quandary Chowder,Item,Items,Y,
joker,Joker,Joker,matched,1,page_item,1,Joker,Item,Items,Y,
jumbo fish,Jumbo Fish,Jumbo Fish,matched,1,page_item,1,Jumbo Fish,Fish,Fish,Y,
keeper trapper,Keeper Trapper,Keeper Trapper,matched,1,page_item,1,Keeper Trapper,Item,Items,Y,
keyglobe,Keyglobe,Keyglobe,matched,1,page_item,1,Keyglobe,Item,Items,Y,
king apple,King Apple,King Apple,matched,1,page_item,1,King Apple,Event,Event,Y,
king cake,King Cake,King Cake,matched,1,page_item,1,King Cake,Event,Event,Y,
kite kite,Kite Kite,Kite Kite,matched,1,page_item,1,Kite Kite,Item,Items,Y,
krampus buddy doll,Krampus Buddy Doll,Krampus Buddy Doll,matched,1,page_item,1,Krampus Buddy Doll,Item,Items,Y,
labubuddy doll,Labubuddy Doll,Labubuddy Doll,matched,1,page_item,1,Labubuddy Doll,Item,Items,Y,
step ladder,Step Ladder,Step Ladder,matched,4,page_item; used_in_target,1,Step Ladder,Item,Items,Y,
langstaff crest,Langstaff Crest,Langstaff Crest,matched,1,page_item,1,Langstaff Crest,Item,Items,Y,
large chest 01,Large Chest 01,Large Chest 01,matched,1,page_item,1,Large Chest 01,Item,Items,Y,
large chest 02,Large Chest 02,Large Chest 02,matched,1,page_item,1,Large Chest 02,Item,Items,Y,
large chest 03,Large Chest 03,Large Chest 03,matched,1,page_item,1,Large Chest 03,Item,Items,Y,
large clam shell,Large Clam Shell,Large Clam Shell,matched,1,page_item,1,Large Clam Shell,Fish,Fish,Y,
largemouth bass,Largemouth Bass,Largemouth Bass,matched,1,page_item,1,Largemouth Bass,Fish,Fish,Y,
lava ring,Lava Ring,Lava Ring,matched,1,page_item,1,Lava Ring,Item,Items,Y,
lava sphere,Lava Sphere,Lava Sphere,matched,11,page_item; used_in_target,1,Lava Sphere,Item,Items,Y,
runestone 17,Runestone 17,Runestone 17,matched,3,ingredient; page_item,1,Runestone 17,Item,Items,Y,
runestone 16,Runestone 16,Runestone 16,matched,2,ingredient; page_item,1,Runestone 16,Item,Items,Y,
runestone 11,Runestone 11,Runestone 11,matched,2,ingredient; page_item,1,Runestone 11,Item,Items,Y,
runestone 14,Runestone 14,Runestone 14,matched,2,ingredient; page_item,1,Runestone 14,Item,Items,Y,
runestone 18,Runestone 18,Runestone 18,matched,2,ingredient; page_item,1,Runestone 18,Item,Items,Y,
runestone 13,Runestone 13,Runestone 13,matched,2,ingredient; page_item,1,Runestone 13,Item,Items,Y,
runestone 15,Runestone 15,Runestone 15,matched,2,ingredient; page_item,1,Runestone 15,Item,Items,Y,
runestone 19,Runestone 19,Runestone 19,matched,2,ingredient; page_item,1,Runestone 19,Item,Items,Y,
runestone 12,Runestone 12,Runestone 12,matched,2,ingredient; page_item,1,Runestone 12,Item,Items,Y,
runestone 20,Runestone 20,Runestone 20,matched,2,ingredient; page_item,1,Runestone 20,Item,Items,Y,
lavos shard,Lavos Shard,Lavos Shard,matched,1,page_item,1,Lavos Shard,Item,Items,Y,
wizard hat,Wizard Hat,Wizard Hat,matched,4,page_item; used_in_target,1,Wizard Hat,Item,Items,Y,
spiky bracelet,Spiky Bracelet,Spiky Bracelet,matched,6,page_item; used_in_target,1,Spiky Bracelet,Item,Items,Y,
red trunk,Red Trunk,Red Trunk,matched,6,page_item; used_in_target,1,Red Trunk,Item,Items,Y,
leather diary,Leather Diary,Leather Diary,matched,4,page_item; used_in_target,1,Leather Diary,Item,Items,Y,
purple bag,Purple Bag,Purple Bag,matched,3,page_item; used_in_target,1,Purple Bag,Item,Items,Y,
yellow bag,Yellow Bag,Yellow Bag,matched,3,page_item; used_in_target,1,Yellow Bag,Item,Items,Y,
leek seeds,Leek Seeds,Leek Seeds,matched,1,page_item,1,Leek Seeds,Seed,Seeds,Y,
lemon cream pie,Lemon Cream Pie,Lemon Cream Pie,matched,1,page_item,1,Lemon Cream Pie,Meal,Meals,Y,
lemon seltzer,Lemon Seltzer,Lemon Seltzer,matched,1,page_item,1,Lemon Seltzer,Meal,Meals,Y,
leprechaun buddy doll,Leprechaun Buddy Doll,Leprechaun Buddy Doll,matched,1,page_item,1,Leprechaun Buddy Doll,Item,Items,Y,
leprechaun hat,Leprechaun Hat,Leprechaun Hat,matched,1,page_item,1,Leprechaun Hat,Item,Items,Y,
lima bean,Lima Bean,Lima Bean,matched,1,page_item,1,Lima Bean,Item,Items,Y,
list of corn puns,List of Corn Puns,List of Corn Puns,matched,1,page_item,1,List of Corn Puns,Item,Items,Y,
lobster,Lobster,Lobster,matched,1,page_item,1,Lobster,Fish,Fish,Y,
lollipop,Lollipop,Lollipop,matched,1,page_item,1,Lollipop,Event,Event,Y,
lorn bobblehead,Lorn Bobblehead,Lorn Bobblehead,matched,1,page_item,1,Lorn Bobblehead,Item,Items,Y,
lovely cookies,Lovely Cookies,Lovely Cookies,matched,1,page_item,1,Lovely Cookies,Event,Event,Y,
lovely present,Lovely Present,Lovely Present,matched,1,page_item,1,Lovely Present,Event,Event,Y,
lovely rose,Lovely Rose,Lovely Rose,matched,1,page_item,1,Lovely Rose,Item,Items,Y,
lucky cat buddy doll,Lucky Cat Buddy Doll,Lucky Cat Buddy Doll,matched,1,page_item,1,Lucky Cat Buddy Doll,Item,Items,Y,
lucky rabbit foot,Lucky Rabbit Foot,Lucky Rabbit Foot,matched,1,page_item,1,Lucky Rabbit Foot,Item,Items,Y,
lucky spiral belt,Lucky Spiral Belt,Lucky Spiral Belt,matched,1,page_item,1,Lucky Spiral Belt,Item,Items,Y,
mackerel,Mackerel,Mackerel,matched,1,page_item,1,Mackerel,Fish,Fish,Y,
maduin's cup,Maduin's Cup,Maduin's Cup,matched,1,page_item,1,Maduin's Cup,Item,Items,Y,
magenta growth,Magenta Growth,Magenta Growth,matched,1,page_item,1,Magenta Growth,Fish,Fish,Y,
magic conch shell,Magic Conch Shell,Magic Conch Shell,matched,1,page_item,1,Magic Conch Shell,Fish,Fish,Y,
magic lamp,Magic Lamp,Magic Lamp,matched,1,page_item,1,Magic Lamp,Item,Items,N,
magic mirror,Magic Mirror,Magic Mirror,matched,1,page_item,1,Magic Mirror,Item,Items,Y,
magical chest 01,Magical Chest 01,Magical Chest 01,matched,1,page_item,1,Magical Chest 01,Item,Items,Y,
magical chest 02,Magical Chest 02,Magical Chest 02,matched,1,page_item,1,Magical Chest 02,Item,Items,Y,
magical egg basket,Magical Egg Basket,Magical Egg Basket,matched,1,page_item,1,Magical Egg Basket,Event,Event,Y,
prism shard,Prism Shard,Prism Shard,matched,2,ingredient; page_item,1,Prism Shard,Item,Items,Y,
magmastone,Magmastone,Magmastone,matched,1,page_item,1,Magmastone,Item,Items,Y,
seeing stone,Seeing Stone,Seeing Stone,matched,2,ingredient; page_item,1,Seeing Stone,Item,Items,Y,
mana scarab,Mana Scarab,Mana Scarab,matched,1,page_item,1,Mana Scarab,Event,Event,Y,
mapping compass,Mapping Compass,Mapping Compass,matched,1,page_item,1,Mapping Compass,Item,Items,Y,
mariya bobblehead,Mariya Bobblehead,Mariya Bobblehead,matched,1,page_item,1,Mariya Bobblehead,Item,Items,Y,
mariya's crunchy omelette,Mariya's Crunchy Omelette,Mariya's Crunchy Omelette,matched,1,page_item,1,Mariya's Crunchy Omelette,Event,Event,Y,
mariya's festive eggnog,Mariya's Festive Eggnog,Mariya's Festive Eggnog,matched,1,page_item,1,Mariya's Festive Eggnog,Item,Items,Y,
mark of knowledge,Mark of Knowledge,Mark of Knowledge,matched,1,page_item,1,Mark of Knowledge,Item,Items,Y,
marlin,Marlin,Marlin,matched,1,page_item,1,Marlin,Fish,Fish,Y,
maverick chip,Maverick Chip,Maverick Chip,matched,1,page_item,1,Maverick Chip,Item,Items,Y,
sour root,Sour Root,Sour Root,matched,2,ingredient; page_item,1,Sour Root,Item,Items,Y,
mealworms,Mealworms,Mealworms,matched,1,page_item,1,Mealworms,Bait,Bait,Y,
mechanical heart,Mechanical Heart,Mechanical Heart,matched,1,page_item,1,Mechanical Heart,Item,Items,Y,
medium chest 01,Medium Chest 01,Medium Chest 01,matched,1,page_item,1,Medium Chest 01,Item,Items,Y,
medium chest 02,Medium Chest 02,Medium Chest 02,matched,1,page_item,1,Medium Chest 02,Item,Items,Y,
medium chest 03,Medium Chest 03,Medium Chest 03,matched,1,page_item,1,Medium Chest 03,Item,Items,Y,
meerif crest,Meerif Crest,Meerif Crest,matched,1,page_item,1,Meerif Crest,Item,Items,Y,
mega beet seeds,Mega Beet Seeds,Mega Beet Seeds,matched,1,page_item,1,Mega Beet Seeds,Seed,Seeds,Y,
mega cotton seeds,Mega Cotton Seeds,Mega Cotton Seeds,matched,1,page_item,1,Mega Cotton Seeds,Seed,Seeds,Y,
mega sunflower seeds,Mega Sunflower Seeds,Mega Sunflower Seeds,matched,1,page_item,1,Mega Sunflower Seeds,Seed,Seeds,Y,
mermaid's necklace,Mermaid's Necklace,Mermaid's Necklace,matched,1,page_item,1,Mermaid's Necklace,Event,Event,Y,
mermaid's scale,Mermaid's Scale,Mermaid's Scale,matched,1,page_item,1,Mermaid's Scale,Event,Event,Y,
miab,MIAB,MIAB,matched,1,page_item,1,MIAB,Item,Items,Y,
milk and cookies,Milk and Cookies,Milk and Cookies,matched,1,page_item,1,Milk and Cookies,Event,Event,Y,
milk carton,Milk Carton,Milk Carton,matched,1,page_item,1,Milk Carton,Event,Event,Y,
mini marshmallows,Mini Marshmallows,Mini Marshmallows,matched,1,page_item,1,Mini Marshmallows,Event,Event,Y,
mini slime squid,Mini Slime Squid,Mini Slime Squid,matched,1,page_item,1,Mini Slime Squid,Fish,Fish,Y,
mini time egg,Mini Time Egg,Mini Time Egg,matched,1,page_item,1,Mini Time Egg,Item,Items,Y,
mist lily,Mist Lily,Mist Lily,matched,2,ingredient; page_item,1,Mist Lily,Item,Items,Y,
mistletoe,Mistletoe,Mistletoe,matched,1,page_item,1,Mistletoe,Event,Event,Y,
mittens,Mittens,Mittens,matched,1,page_item,1,Mittens,Event,Event,Y,
mixed nuts,Mixed Nuts,Mixed Nuts,matched,1,page_item,1,Mixed Nuts,Item,Items,Y,
mizzem's daisies,Mizzem's Daisies,Mizzem's Daisies,matched,1,page_item,1,Mizzem's Daisies,Item,Items,Y,
model ship,Model Ship,Model Ship,matched,2,ingredient; page_item,1,Model Ship,Item,Items,Y,
monster skull,Monster Skull,Monster Skull,matched,2,ingredient; page_item,1,Monster Skull,Item,Items,Y,
moonbreaker,Moonbreaker,Moonbreaker,matched,1,page_item,1,Moonbreaker,Item,Items,Y,
mossy stone,Mossy Stone,Mossy Stone,matched,1,page_item,1,Mossy Stone,Item,Items,Y,
movember buddy doll,Movember Buddy Doll,Movember Buddy Doll,matched,1,page_item,1,Movember Buddy Doll,Item,Items,Y,
mug of beer,Mug of Beer,Mug of Beer,matched,1,page_item,1,Mug of Beer,Item,Items,Y,
