output_canonical_key,output_item_name,input_order,input_item_name,input_canonical_key,quantity,source_url,page_data_url,cache_file_name,parser_version,flags,notes
sewing needle,Sewing Needle,2,Twine,twine,1,https://buddy.farm/i/sewing-needle/,https://buddy.farm/page-data/i/sewing-needle/page-data.json,sewing-needle__sewing-needle.json,buddy-item-multi-source-v1,,
sewing needle,Sewing Needle,3,Awl,awl,1,https://buddy.farm/i/sewing-needle/,https://buddy.farm/page-data/i/sewing-needle/page-data.json,sewing-needle__sewing-needle.json,buddy-item-multi-source-v1,,
shimmer ring,Shimmer Ring,1,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/shimmer-ring/,https://buddy.farm/page-data/i/shimmer-ring/page-data.json,shimmer-ring__shimmer-ring.json,buddy-item-multi-source-v1,,
shimmer ring,Shimmer Ring,2,Iron Ring,iron ring,1,https://buddy.farm/i/shimmer-ring/,https://buddy.farm/page-data/i/shimmer-ring/page-data.json,shimmer-ring__shimmer-ring.json,buddy-item-multi-source-v1,,
shimmer ring,Shimmer Ring,3,Shimmer Topaz,shimmer topaz,1,https://buddy.farm/i/shimmer-ring/,https://buddy.farm/page-data/i/shimmer-ring/page-data.json,shimmer-ring__shimmer-ring.json,buddy-item-multi-source-v1,,
shimmer stone,Shimmer Stone,1,Unpolished Shimmer Stone,unpolished shimmer stone,2,https://buddy.farm/i/shimmer-stone/,https://buddy.farm/page-data/i/shimmer-stone/page-data.json,shimmer-stone__shimmer-stone.json,buddy-item-multi-source-v1,,
shimmer topaz,Shimmer Topaz,1,Shimmer Quartz,shimmer quartz,3,https://buddy.farm/i/shimmer-topaz/,https://buddy.farm/page-data/i/shimmer-topaz/page-data.json,shimmer-topaz__shimmer-topaz.json,buddy-item-multi-source-v1,,
ship in a bottle,Ship in a Bottle,1,Mushroom Paste,mushroom paste,3,https://buddy.farm/i/ship-in-a-bottle/,https://buddy.farm/page-data/i/ship-in-a-bottle/page-data.json,ship-in-a-bottle__ship-in-a-bottle.json,buddy-item-multi-source-v1,,
ship in a bottle,Ship in a Bottle,2,Sand,sand,2,https://buddy.farm/i/ship-in-a-bottle/,https://buddy.farm/page-data/i/ship-in-a-bottle/page-data.json,ship-in-a-bottle__ship-in-a-bottle.json,buddy-item-multi-source-v1,,
ship in a bottle,Ship in a Bottle,3,Oak,oak,2,https://buddy.farm/i/ship-in-a-bottle/,https://buddy.farm/page-data/i/ship-in-a-bottle/page-data.json,ship-in-a-bottle__ship-in-a-bottle.json,buddy-item-multi-source-v1,,
ship in a bottle,Ship in a Bottle,4,Glass Bottle,glass bottle,1,https://buddy.farm/i/ship-in-a-bottle/,https://buddy.farm/page-data/i/ship-in-a-bottle/page-data.json,ship-in-a-bottle__ship-in-a-bottle.json,buddy-item-multi-source-v1,,
ship in a bottle,Ship in a Bottle,5,Model Ship,model ship,1,https://buddy.farm/i/ship-in-a-bottle/,https://buddy.farm/page-data/i/ship-in-a-bottle/page-data.json,ship-in-a-bottle__ship-in-a-bottle.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,1,Board,board,24,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,2,Nails,nails,120,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,3,Looking Glass,looking glass,1,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,4,Rope,rope,12,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,5,Bucket,bucket,1,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,6,Oak,oak,20,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,7,Ladder,ladder,1,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,8,Red Scarf,red scarf,4,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,9,Sail Cloth,sail cloth,4,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,10,Wooden Plank,wooden plank,12,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
ship mast,Ship Mast,11,Pulley,pulley,4,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,,
shovel,Shovel,1,Stone,stone,1,https://buddy.farm/i/shovel/,https://buddy.farm/page-data/i/shovel/page-data.json,shovel__shovel.json,buddy-item-multi-source-v1,,
shovel,Shovel,2,Board,board,1,https://buddy.farm/i/shovel/,https://buddy.farm/page-data/i/shovel/page-data.json,shovel__shovel.json,buddy-item-multi-source-v1,,
shovel,Shovel,3,Iron,iron,2,https://buddy.farm/i/shovel/,https://buddy.farm/page-data/i/shovel/page-data.json,shovel__shovel.json,buddy-item-multi-source-v1,,
shovel,Shovel,4,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/shovel/,https://buddy.farm/page-data/i/shovel/page-data.json,shovel__shovel.json,buddy-item-multi-source-v1,,
shrimp a plenty,Shrimp-a-Plenty,1,Peas,peas,100,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,,
shrimp a plenty,Shrimp-a-Plenty,2,Snail,snail,5,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,,
shrimp a plenty,Shrimp-a-Plenty,3,Bone Broth,bone broth,1,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,,
shrimp a plenty,Shrimp-a-Plenty,4,Coal,coal,240,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,,
shrimp a plenty,Shrimp-a-Plenty,5,Small Prawn,small prawn,30,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,,
shrimp a plenty,Shrimp-a-Plenty,6,Shrimp,shrimp,20,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,,
shrimp a plenty,Shrimp-a-Plenty,7,Salt,salt,2,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,,
shrimp a plenty,Shrimp-a-Plenty,8,Cooking Pot,cooking pot,1,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,,
shrimp a plenty,Shrimp-a-Plenty,9,Rice,rice,10,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,,
silk,Silk,1,Caterpillar,caterpillar,3,https://buddy.farm/i/silk/,https://buddy.farm/page-data/i/silk/page-data.json,silk__silk.json,buddy-item-multi-source-v1,,
silk,Silk,2,Spider,spider,2,https://buddy.farm/i/silk/,https://buddy.farm/page-data/i/silk/page-data.json,silk__silk.json,buddy-item-multi-source-v1,,
silk,Silk,3,Machine Press,machine press,1,https://buddy.farm/i/silk/,https://buddy.farm/page-data/i/silk/page-data.json,silk__silk.json,buddy-item-multi-source-v1,,
snow shoes,Snow Shoes,1,Handsaw,handsaw,1,https://buddy.farm/i/snow-shoes/,https://buddy.farm/page-data/i/snow-shoes/page-data.json,snow-shoes__snow-shoes.json,buddy-item-multi-source-v1,,
snow shoes,Snow Shoes,2,Straw,straw,24,https://buddy.farm/i/snow-shoes/,https://buddy.farm/page-data/i/snow-shoes/page-data.json,snow-shoes__snow-shoes.json,buddy-item-multi-source-v1,,
snow shoes,Snow Shoes,3,Leather,leather,5,https://buddy.farm/i/snow-shoes/,https://buddy.farm/page-data/i/snow-shoes/page-data.json,snow-shoes__snow-shoes.json,buddy-item-multi-source-v1,,
snow shoes,Snow Shoes,4,Yarn,yarn,32,https://buddy.farm/i/snow-shoes/,https://buddy.farm/page-data/i/snow-shoes/page-data.json,snow-shoes__snow-shoes.json,buddy-item-multi-source-v1,,
snow shoes,Snow Shoes,5,Oak,oak,20,https://buddy.farm/i/snow-shoes/,https://buddy.farm/page-data/i/snow-shoes/page-data.json,snow-shoes__snow-shoes.json,buddy-item-multi-source-v1,,
spiky bracelet,Spiky Bracelet,1,Mushroom Paste,mushroom paste,4,https://buddy.farm/i/spiky-bracelet/,https://buddy.farm/page-data/i/spiky-bracelet/page-data.json,spiky-bracelet__spiky-bracelet.json,buddy-item-multi-source-v1,,
spiky bracelet,Spiky Bracelet,2,Leather,leather,4,https://buddy.farm/i/spiky-bracelet/,https://buddy.farm/page-data/i/spiky-bracelet/page-data.json,spiky-bracelet__spiky-bracelet.json,buddy-item-multi-source-v1,,
spiky bracelet,Spiky Bracelet,3,Onyx Scorpion,onyx scorpion,12,https://buddy.farm/i/spiky-bracelet/,https://buddy.farm/page-data/i/spiky-bracelet/page-data.json,spiky-bracelet__spiky-bracelet.json,buddy-item-multi-source-v1,,
spiky bracelet,Spiky Bracelet,4,Monster Skull,monster skull,6,https://buddy.farm/i/spiky-bracelet/,https://buddy.farm/page-data/i/spiky-bracelet/page-data.json,spiky-bracelet__spiky-bracelet.json,buddy-item-multi-source-v1,,
spiky bracelet,Spiky Bracelet,5,Sewing Needle,sewing needle,1,https://buddy.farm/i/spiky-bracelet/,https://buddy.farm/page-data/i/spiky-bracelet/page-data.json,spiky-bracelet__spiky-bracelet.json,buddy-item-multi-source-v1,,
spool of copper,Spool of Copper,1,Copper Wire,copper wire,10,https://buddy.farm/i/spool-of-copper/,https://buddy.farm/page-data/i/spool-of-copper/page-data.json,spool-of-copper__spool-of-copper.json,buddy-item-multi-source-v1,,
spool of copper,Spool of Copper,2,Metal Spool,metal spool,1,https://buddy.farm/i/spool-of-copper/,https://buddy.farm/page-data/i/spool-of-copper/page-data.json,spool-of-copper__spool-of-copper.json,buddy-item-multi-source-v1,,
spoon,Spoon,1,Bone,bone,1,https://buddy.farm/i/spoon/,https://buddy.farm/page-data/i/spoon/page-data.json,spoon__spoon.json,buddy-item-multi-source-v1,,
spoon,Spoon,2,Twine,twine,1,https://buddy.farm/i/spoon/,https://buddy.farm/page-data/i/spoon/page-data.json,spoon__spoon.json,buddy-item-multi-source-v1,,
spoon,Spoon,3,Axe,axe,1,https://buddy.farm/i/spoon/,https://buddy.farm/page-data/i/spoon/page-data.json,spoon__spoon.json,buddy-item-multi-source-v1,,
steel,Steel,1,Carbon Sphere,carbon sphere,1,https://buddy.farm/i/steel/,https://buddy.farm/page-data/i/steel/page-data.json,steel__steel.json,buddy-item-multi-source-v1,,
steel,Steel,2,Glass Orb,glass orb,1,https://buddy.farm/i/steel/,https://buddy.farm/page-data/i/steel/page-data.json,steel__steel.json,buddy-item-multi-source-v1,,
steel,Steel,3,Iron,iron,10,https://buddy.farm/i/steel/,https://buddy.farm/page-data/i/steel/page-data.json,steel__steel.json,buddy-item-multi-source-v1,,
steel buckle,Steel Buckle,1,Emberstone,emberstone,2,https://buddy.farm/i/steel-buckle/,https://buddy.farm/page-data/i/steel-buckle/page-data.json,steel-buckle__steel-buckle.json,buddy-item-multi-source-v1,,
steel buckle,Steel Buckle,2,Steel,steel,1,https://buddy.farm/i/steel-buckle/,https://buddy.farm/page-data/i/steel-buckle/page-data.json,steel-buckle__steel-buckle.json,buddy-item-multi-source-v1,,
steel buckle,Steel Buckle,3,Hammer,hammer,1,https://buddy.farm/i/steel-buckle/,https://buddy.farm/page-data/i/steel-buckle/page-data.json,steel-buckle__steel-buckle.json,buddy-item-multi-source-v1,,
steel pickaxe,Steel Pickaxe,1,Steel,steel,5,https://buddy.farm/i/steel-pickaxe/,https://buddy.farm/page-data/i/steel-pickaxe/page-data.json,steel-pickaxe__steel-pickaxe.json,buddy-item-multi-source-v1,,
steel pickaxe,Steel Pickaxe,2,Pickaxe,pickaxe,1,https://buddy.farm/i/steel-pickaxe/,https://buddy.farm/page-data/i/steel-pickaxe/page-data.json,steel-pickaxe__steel-pickaxe.json,buddy-item-multi-source-v1,,
steel pickaxe,Steel Pickaxe,3,Flarite,flarite,1,https://buddy.farm/i/steel-pickaxe/,https://buddy.farm/page-data/i/steel-pickaxe/page-data.json,steel-pickaxe__steel-pickaxe.json,buddy-item-multi-source-v1,,
steel pickaxe,Steel Pickaxe,4,Mushroom Paste,mushroom paste,2,https://buddy.farm/i/steel-pickaxe/,https://buddy.farm/page-data/i/steel-pickaxe/page-data.json,steel-pickaxe__steel-pickaxe.json,buddy-item-multi-source-v1,,
steel plate,Steel Plate,1,Small Bolt,small bolt,4,https://buddy.farm/i/steel-plate/,https://buddy.farm/page-data/i/steel-plate/page-data.json,steel-plate__steel-plate.json,buddy-item-multi-source-v1,,
steel plate,Steel Plate,2,Steel,steel,2,https://buddy.farm/i/steel-plate/,https://buddy.farm/page-data/i/steel-plate/page-data.json,steel-plate__steel-plate.json,buddy-item-multi-source-v1,,
steel plate,Steel Plate,3,Emberstone,emberstone,2,https://buddy.farm/i/steel-plate/,https://buddy.farm/page-data/i/steel-plate/page-data.json,steel-plate__steel-plate.json,buddy-item-multi-source-v1,,
steel vise,Steel Vise,1,Blue Dye,blue dye,2,https://buddy.farm/i/steel-vise/,https://buddy.farm/page-data/i/steel-vise/page-data.json,steel-vise__steel-vise.json,buddy-item-multi-source-v1,,
steel vise,Steel Vise,2,Small Bolt,small bolt,2,https://buddy.farm/i/steel-vise/,https://buddy.farm/page-data/i/steel-vise/page-data.json,steel-vise__steel-vise.json,buddy-item-multi-source-v1,,
steel vise,Steel Vise,3,Wooden Plank,wooden plank,1,https://buddy.farm/i/steel-vise/,https://buddy.farm/page-data/i/steel-vise/page-data.json,steel-vise__steel-vise.json,buddy-item-multi-source-v1,,
steel vise,Steel Vise,4,Broken Pipe,broken pipe,1,https://buddy.farm/i/steel-vise/,https://buddy.farm/page-data/i/steel-vise/page-data.json,steel-vise__steel-vise.json,buddy-item-multi-source-v1,,
steel vise,Steel Vise,5,Glass Orb,glass orb,2,https://buddy.farm/i/steel-vise/,https://buddy.farm/page-data/i/steel-vise/page-data.json,steel-vise__steel-vise.json,buddy-item-multi-source-v1,,
steel vise,Steel Vise,6,Steel,steel,50,https://buddy.farm/i/steel-vise/,https://buddy.farm/page-data/i/steel-vise/page-data.json,steel-vise__steel-vise.json,buddy-item-multi-source-v1,,
steel wire,Steel Wire,1,Iron,iron,10,https://buddy.farm/i/steel-wire/,https://buddy.farm/page-data/i/steel-wire/page-data.json,steel-wire__steel-wire.json,buddy-item-multi-source-v1,,
steel wire,Steel Wire,2,Stone,stone,1,https://buddy.farm/i/steel-wire/,https://buddy.farm/page-data/i/steel-wire/page-data.json,steel-wire__steel-wire.json,buddy-item-multi-source-v1,,
steel wire,Steel Wire,3,Carbon Sphere,carbon sphere,1,https://buddy.farm/i/steel-wire/,https://buddy.farm/page-data/i/steel-wire/page-data.json,steel-wire__steel-wire.json,buddy-item-multi-source-v1,,
step ladder,Step Ladder,1,Ladder,ladder,2,https://buddy.farm/i/step-ladder/,https://buddy.farm/page-data/i/step-ladder/page-data.json,step-ladder__step-ladder.json,buddy-item-multi-source-v1,,
step ladder,Step Ladder,2,Small Bolt,small bolt,2,https://buddy.farm/i/step-ladder/,https://buddy.farm/page-data/i/step-ladder/page-data.json,step-ladder__step-ladder.json,buddy-item-multi-source-v1,,
step ladder,Step Ladder,3,Steel Plate,steel plate,2,https://buddy.farm/i/step-ladder/,https://buddy.farm/page-data/i/step-ladder/page-data.json,step-ladder__step-ladder.json,buddy-item-multi-source-v1,,
strong paste,Strong Paste,1,Mushroom Paste,mushroom paste,2,https://buddy.farm/i/strong-paste/,https://buddy.farm/page-data/i/strong-paste/page-data.json,strong-paste__strong-paste.json,buddy-item-multi-source-v1,,
strong paste,Strong Paste,2,Mudcap,mudcap,1,https://buddy.farm/i/strong-paste/,https://buddy.farm/page-data/i/strong-paste/page-data.json,strong-paste__strong-paste.json,buddy-item-multi-source-v1,,
strong paste,Strong Paste,3,Glowshroom,glowshroom,2,https://buddy.farm/i/strong-paste/,https://buddy.farm/page-data/i/strong-paste/page-data.json,strong-paste__strong-paste.json,buddy-item-multi-source-v1,,
sturdy bow,Sturdy Bow,1,Oak,oak,4,https://buddy.farm/i/sturdy-bow/,https://buddy.farm/page-data/i/sturdy-bow/page-data.json,sturdy-bow__sturdy-bow.json,buddy-item-multi-source-v1,,
sturdy bow,Sturdy Bow,2,Steel,steel,1,https://buddy.farm/i/sturdy-bow/,https://buddy.farm/page-data/i/sturdy-bow/page-data.json,sturdy-bow__sturdy-bow.json,buddy-item-multi-source-v1,,
sturdy bow,Sturdy Bow,3,Stone,stone,2,https://buddy.farm/i/sturdy-bow/,https://buddy.farm/page-data/i/sturdy-bow/page-data.json,sturdy-bow__sturdy-bow.json,buddy-item-multi-source-v1,,
sturdy bow,Sturdy Bow,4,Twine,twine,2,https://buddy.farm/i/sturdy-bow/,https://buddy.farm/page-data/i/sturdy-bow/page-data.json,sturdy-bow__sturdy-bow.json,buddy-item-multi-source-v1,,
sturdy bow,Sturdy Bow,5,Mushroom Paste,mushroom paste,2,https://buddy.farm/i/sturdy-bow/,https://buddy.farm/page-data/i/sturdy-bow/page-data.json,sturdy-bow__sturdy-bow.json,buddy-item-multi-source-v1,,
sturdy box,Sturdy Box,1,Iron,iron,2,https://buddy.farm/i/sturdy-box/,https://buddy.farm/page-data/i/sturdy-box/page-data.json,sturdy-box__sturdy-box.json,buddy-item-multi-source-v1,,
sturdy box,Sturdy Box,2,Wooden Plank,wooden plank,6,https://buddy.farm/i/sturdy-box/,https://buddy.farm/page-data/i/sturdy-box/page-data.json,sturdy-box__sturdy-box.json,buddy-item-multi-source-v1,,
sturdy box,Sturdy Box,3,Nails,nails,6,https://buddy.farm/i/sturdy-box/,https://buddy.farm/page-data/i/sturdy-box/page-data.json,sturdy-box__sturdy-box.json,buddy-item-multi-source-v1,,
sturdy pickaxe,Sturdy Pickaxe,1,Oak,oak,1,https://buddy.farm/i/sturdy-pickaxe/,https://buddy.farm/page-data/i/sturdy-pickaxe/page-data.json,sturdy-pickaxe__sturdy-pickaxe.json,buddy-item-multi-source-v1,,
sturdy pickaxe,Sturdy Pickaxe,2,Small Bolt,small bolt,1,https://buddy.farm/i/sturdy-pickaxe/,https://buddy.farm/page-data/i/sturdy-pickaxe/page-data.json,sturdy-pickaxe__sturdy-pickaxe.json,buddy-item-multi-source-v1,,
sturdy pickaxe,Sturdy Pickaxe,3,Pickaxe,pickaxe,1,https://buddy.farm/i/sturdy-pickaxe/,https://buddy.farm/page-data/i/sturdy-pickaxe/page-data.json,sturdy-pickaxe__sturdy-pickaxe.json,buddy-item-multi-source-v1,,
sturdy pickaxe,Sturdy Pickaxe,4,Stone Shell,stone shell,1,https://buddy.farm/i/sturdy-pickaxe/,https://buddy.farm/page-data/i/sturdy-pickaxe/page-data.json,sturdy-pickaxe__sturdy-pickaxe.json,buddy-item-multi-source-v1,,
sturdy shield,Sturdy Shield,1,Iron,iron,6,https://buddy.farm/i/sturdy-shield/,https://buddy.farm/page-data/i/sturdy-shield/page-data.json,sturdy-shield__sturdy-shield.json,buddy-item-multi-source-v1,,
sturdy shield,Sturdy Shield,2,Wooden Plank,wooden plank,1,https://buddy.farm/i/sturdy-shield/,https://buddy.farm/page-data/i/sturdy-shield/page-data.json,sturdy-shield__sturdy-shield.json,buddy-item-multi-source-v1,,
sturdy shield,Sturdy Shield,3,Nails,nails,6,https://buddy.farm/i/sturdy-shield/,https://buddy.farm/page-data/i/sturdy-shield/page-data.json,sturdy-shield__sturdy-shield.json,buddy-item-multi-source-v1,,
sturdy sword,Sturdy Sword,1,Steel,steel,1,https://buddy.farm/i/sturdy-sword/,https://buddy.farm/page-data/i/sturdy-sword/page-data.json,sturdy-sword__sturdy-sword.json,buddy-item-multi-source-v1,,
sturdy sword,Sturdy Sword,2,Leather,leather,1,https://buddy.farm/i/sturdy-sword/,https://buddy.farm/page-data/i/sturdy-sword/page-data.json,sturdy-sword__sturdy-sword.json,buddy-item-multi-source-v1,,
sturdy sword,Sturdy Sword,3,Iron,iron,2,https://buddy.farm/i/sturdy-sword/,https://buddy.farm/page-data/i/sturdy-sword/page-data.json,sturdy-sword__sturdy-sword.json,buddy-item-multi-source-v1,,
sturdy sword,Sturdy Sword,4,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/sturdy-sword/,https://buddy.farm/page-data/i/sturdy-sword/page-data.json,sturdy-sword__sturdy-sword.json,buddy-item-multi-source-v1,,
sugar cube,Sugar Cube,1,Wooden Box,wooden box,1,https://buddy.farm/i/sugar-cube/,https://buddy.farm/page-data/i/sugar-cube/page-data.json,sugar-cube__sugar-cube.json,buddy-item-multi-source-v1,,
sugar cube,Sugar Cube,2,White Sugar,white sugar,1,https://buddy.farm/i/sugar-cube/,https://buddy.farm/page-data/i/sugar-cube/page-data.json,sugar-cube__sugar-cube.json,buddy-item-multi-source-v1,,
sugar cube,Sugar Cube,3,Re'taw,re taw,1,https://buddy.farm/i/sugar-cube/,https://buddy.farm/page-data/i/sugar-cube/page-data.json,sugar-cube__sugar-cube.json,buddy-item-multi-source-v1,,
sunflower oil,Sunflower Oil,1,Glass Bottle,glass bottle,1,https://buddy.farm/i/sunflower-oil/,https://buddy.farm/page-data/i/sunflower-oil/page-data.json,sunflower-oil__sunflower-oil.json,buddy-item-multi-source-v1,,
sunflower oil,Sunflower Oil,2,Twine,twine,1,https://buddy.farm/i/sunflower-oil/,https://buddy.farm/page-data/i/sunflower-oil/page-data.json,sunflower-oil__sunflower-oil.json,buddy-item-multi-source-v1,,
sunflower oil,Sunflower Oil,3,Sunflower,sunflower,6,https://buddy.farm/i/sunflower-oil/,https://buddy.farm/page-data/i/sunflower-oil/page-data.json,sunflower-oil__sunflower-oil.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,1,Piece 01,piece 01,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,2,Piece 03,piece 03,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,3,Piece 26,piece 26,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,4,Piece 24,piece 24,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,5,Piece 22,piece 22,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,6,Piece 09,piece 09,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,7,Piece 30,piece 30,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,8,Piece 15,piece 15,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,9,Piece 23,piece 23,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,10,Piece 04,piece 04,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,11,Piece 11,piece 11,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,12,Piece 18,piece 18,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,13,Piece 07,piece 07,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,14,Piece 12,piece 12,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
swamp puzzle,Swamp Puzzle,15,Piece 31,piece 31,1,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,,
tie dye scarf,Tie Dye Scarf,1,Green Dye,green dye,1,https://buddy.farm/i/tie-dye-scarf/,https://buddy.farm/page-data/i/tie-dye-scarf/page-data.json,tie-dye-scarf__tie-dye-scarf.json,buddy-item-multi-source-v1,,
tie dye scarf,Tie Dye Scarf,2,Yarn,yarn,6,https://buddy.farm/i/tie-dye-scarf/,https://buddy.farm/page-data/i/tie-dye-scarf/page-data.json,tie-dye-scarf__tie-dye-scarf.json,buddy-item-multi-source-v1,,
tie dye scarf,Tie Dye Scarf,3,Blue Dye,blue dye,1,https://buddy.farm/i/tie-dye-scarf/,https://buddy.farm/page-data/i/tie-dye-scarf/page-data.json,tie-dye-scarf__tie-dye-scarf.json,buddy-item-multi-source-v1,,
