item_name,canonical_key,mastery_possible,farmrpg_item_id,buddy_slug,source_datasets,notes
Linked Lantern,linked lantern,yes,837,linked-lantern,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
List of Corn Puns,list of corn puns,unknown,1315,list-of-corn-puns,buddy_item_evidence_cache,
Lobster,lobster,yes,1155,lobster,buddy_item_evidence_cache;mastery_difficulty,
Lollipop,lollipop,unknown,359,lollipop,buddy_item_evidence_cache,
Looking Glass,looking glass,yes,79,looking-glass,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Lorn Bobblehead,lorn bobblehead,unknown,1044,lorn-bobblehead,buddy_item_evidence_cache,
Lorn's Breakfast Boost,lorn's breakfast boost,unknown,662,lorn-s-breakfast-boost,buddy_item_evidence_cache;recipes.recipe_book,
Lorn's Expedition Kit,lorn's expedition kit,no,1531,lorn-s-expedition-kit,buddy_item_evidence_cache;new_item_intake_2026_08_08,Promoted for BL-325 from user-confirmed new item evidence and cached Buddy page-data. User confirmed not masterable. Generated slug lorns-expedition-kit returned 404; confirmed Buddy slug is lorn-s-expedition-kit. Canonical key preserves the apostrophe per project identity rules. Fixed contents were reviewed and promoted. Source: https://buddy.farm/i/lorn-s-expedition-kit/; Page data: https://buddy.farm/page-data/i/lorn-s-expedition-kit/page-data.json; Cache: lorn-s-expedition-kit__lorn-s-expedition-kit.json; Parser: buddy-item-multi-source-v1
Lovely Cookies,lovely cookies,unknown,716,lovely-cookies,buddy_item_evidence_cache,
Lovely Present,lovely present,unknown,673,lovely-present,buddy_item_evidence_cache,
Lovely Rose,lovely rose,unknown,1445,lovely-rose,buddy_item_evidence_cache,
Lucky Bacon,lucky bacon,unknown,1464,lucky-bacon,buddy_item_evidence_cache,
Lucky Cat Buddy Doll,lucky cat buddy doll,unknown,1172,lucky-cat-buddy-doll,buddy_item_evidence_cache,
Lucky Corn,lucky corn,yes,1461,lucky-corn,buddy_item_evidence_cache;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
Lucky Eggs,lucky eggs,unknown,1463,lucky-eggs,buddy_item_evidence_cache,
Lucky Potato,lucky potato,yes,1462,lucky-potato,buddy_item_evidence_cache;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
Lucky Rabbit Foot,lucky rabbit foot,unknown,468,lucky-rabbit-foot,buddy_item_evidence_cache,
Lucky Spiral Belt,lucky spiral belt,unknown,984,lucky-spiral-belt,buddy_item_evidence_cache,
Lucky Trout,lucky trout,yes,1465,lucky-trout,buddy_item_evidence_cache;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
Machine Part,machine part,unknown,598,machine-part,buddy_item_evidence_cache;recipe_inputs.input,
Machine Press,machine press,yes,628,machine-press,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Mackerel,mackerel,yes,198,mackerel,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Maduin's Cup,maduin's cup,unknown,718,maduin-s-cup,buddy_item_evidence_cache,
Magenta Growth,magenta growth,yes,1373,magenta-growth,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Magic Conch Shell,magic conch shell,no,211,magic-conch-shell,buddy_item_evidence_cache;user_mastery_eligibility_review_2026_08_08,User confirmed not masterable in the BL-326 eligibility review.
Magic Lamp,magic lamp,unknown,773,magic-lamp,buddy_item_evidence_cache,
Magic Mirror,magic mirror,unknown,627,magic-mirror,buddy_item_evidence_cache,
Magical Chest 01,magical chest 01,unknown,1032,magical-chest-01,buddy_item_evidence_cache,
Magical Chest 02,magical chest 02,unknown,1202,magical-chest-02,buddy_item_evidence_cache,
Magical Egg Basket,magical egg basket,unknown,1031,magical-egg-basket,buddy_item_evidence_cache,
Magicite,magicite,yes,176,magicite,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Magmastone,magmastone,unknown,924,magmastone,buddy_item_evidence_cache,
Magna Core,magna core,yes,340,magna-core,buddy_item_evidence_cache;recipe_inputs.input;recipes.output;user_mastery_eligibility_review_2026_08_08;workshop_paste_2026_08_31,User confirmed not masterable in the BL-326 eligibility review. User confirmed this listed Workshop output is masterable in BL-337 on 2026-08-31.
Magna Quartz,magna quartz,unknown,338,magna-quartz,buddy_item_evidence_cache;recipe_inputs.input,
Magnifying Glass,magnifying glass,yes,216,magnifying-glass,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Magus Hat,magus hat,yes,1260,magus-hat,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Mana Scarab,mana scarab,unknown,1142,mana-scarab,buddy_item_evidence_cache,
Mapping Compass,mapping compass,unknown,476,mapping-compass,buddy_item_evidence_cache,
Mariya Bobblehead,mariya bobblehead,unknown,1073,mariya-bobblehead,buddy_item_evidence_cache,
Mariya's Crunchy Omelette,mariya's crunchy omelette,unknown,758,mariya-s-crunchy-omelette,buddy_item_evidence_cache,
Mariya's Festive Eggnog,mariya's festive eggnog,unknown,1165,mariya-s-festive-eggnog,buddy_item_evidence_cache,
Mariya's Hickory Omelette,mariya's hickory omelette,unknown,757,mariya-s-hickory-omelette,buddy_item_evidence_cache;recipes.recipe_book,
Mariya's Wheelbarrow,mariya's wheelbarrow,no,1536,mariya-s-wheelbarrow,buddy_item_evidence_cache;new_item_intake_2026_08_11,Promoted for BL-329 from user-confirmed new item evidence and cached Buddy page-data. User confirmed not masterable. Generated slug mariyas-wheelbarrow returned 404; confirmed Buddy slug is mariya-s-wheelbarrow. Canonical key preserves the apostrophe per project identity rules. Source: https://buddy.farm/i/mariya-s-wheelbarrow/; Page data: https://buddy.farm/page-data/i/mariya-s-wheelbarrow/page-data.json; Cache: mariya-s-wheelbarrow__mariya-s-wheelbarrow.json; Parser: buddy-item-multi-source-v1
Mark of Knowledge,mark of knowledge,unknown,814,mark-of-knowledge,buddy_item_evidence_cache,
Marlin,marlin,yes,114,marlin,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Maverick Chip,maverick chip,unknown,1170,maverick-chip,buddy_item_evidence_cache,
Mayonnaise,mayonnaise,yes,1095,mayonnaise,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Mealworms,mealworms,unknown,498,mealworms,buddy_item_evidence_cache,
Mechanical Heart,mechanical heart,unknown,1256,mechanical-heart,buddy_item_evidence_cache,
Medium Chest 01,medium chest 01,unknown,336,medium-chest-01,buddy_item_evidence_cache,
Medium Chest 02,medium chest 02,unknown,337,medium-chest-02,buddy_item_evidence_cache,
Medium Chest 03,medium chest 03,unknown,1257,medium-chest-03,buddy_item_evidence_cache,
Meerif Crest,meerif crest,unknown,633,meerif-crest,buddy_item_evidence_cache,
Mega Beet Seeds,mega beet seeds,unknown,588,mega-beet-seeds,buddy_item_evidence_cache,
Mega Cotton Seeds,mega cotton seeds,unknown,741,mega-cotton-seeds,buddy_item_evidence_cache,
Mega Sunflower Seeds,mega sunflower seeds,unknown,589,mega-sunflower-seeds,buddy_item_evidence_cache,
Mermaid's Necklace,mermaid's necklace,unknown,1253,mermaid-s-necklace,buddy_item_evidence_cache,
Mermaid's Scale,mermaid's scale,unknown,1249,mermaid-s-scale,buddy_item_evidence_cache,
Metal Spool,metal spool,yes,678,metal-spool,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
MIAB,miab,yes,135,miab,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Milk,milk,unknown,85,milk,buddy_item_evidence_cache;recipe_inputs.input,
Milk and Cookies,milk and cookies,unknown,418,milk-and-cookies,buddy_item_evidence_cache,
Milk Carton,milk carton,yes,623,milk-carton,buddy_item_evidence_cache;mastery_difficulty,
Mini Marshmallows,mini marshmallows,unknown,1344,mini-marshmallows,buddy_item_evidence_cache,
Mini Slime Squid,mini slime squid,yes,1378,mini-slime-squid,buddy_item_evidence_cache;mastery_difficulty,
Mini Time Egg,mini time egg,unknown,887,mini-time-egg,buddy_item_evidence_cache,
Minnows,minnows,unknown,192,minnows,buddy_item_evidence_cache;recipe_inputs.input,
Mist Lily,mist lily,unknown,1386,mist-lily,buddy_item_evidence_cache;recipe_inputs.input,
Mistletoe,mistletoe,unknown,417,mistletoe,buddy_item_evidence_cache,
Mittens,mittens,unknown,421,mittens,buddy_item_evidence_cache,
Mixed Nuts,mixed nuts,unknown,1106,mixed-nuts,buddy_item_evidence_cache,
Mizzem's Daisies,mizzem's daisies,unknown,1291,mizzem-s-daisies,buddy_item_evidence_cache,
Model Ship,model ship,unknown,219,model-ship,buddy_item_evidence_cache;recipe_inputs.input,
Molasses,molasses,yes,1301,molasses,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Monster Skull,monster skull,unknown,611,monster-skull,buddy_item_evidence_cache;recipe_inputs.input,
Moon Egg,moon egg,unknown,1468,moon-egg,buddy_item_evidence_cache,
Moonbreaker,moonbreaker,unknown,792,moonbreaker,buddy_item_evidence_cache,
Moonstone,moonstone,unknown,177,moonstone,buddy_item_evidence_cache;recipe_inputs.input,
Monarch Butterfly,monarch butterfly,yes,1495,monarch-butterfly,buddy_item_evidence_cache;new_item_intake_2026_08_18;recipes.output,Promoted for BL-330 from user-confirmed mastery eligibility and cached Buddy page-data. User confirmed masterable. Source: https://buddy.farm/i/monarch-butterfly/; Page data: https://buddy.farm/page-data/i/monarch-butterfly/page-data.json; Cache: monarch-butterfly__monarch-butterfly.json; Parser: buddy-item-multi-source-v1
Mossy Stone,mossy stone,unknown,1113,mossy-stone,buddy_item_evidence_cache,
Movember Buddy Doll,movember buddy doll,unknown,1150,movember-buddy-doll,buddy_item_evidence_cache,
Mudcap,mudcap,unknown,1358,mudcap,buddy_item_evidence_cache;recipe_inputs.input,
Mug of Beer,mug of beer,unknown,505,mug-of-beer,buddy_item_evidence_cache,
Mulberry Snapper,mulberry snapper,yes,576,mulberry-snapper,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Mummy Bobblehead,mummy bobblehead,unknown,1074,mummy-bobblehead,buddy_item_evidence_cache,
Mushroom,mushroom,yes,43,mushroom,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Mushroom Paste,mushroom paste,yes,75,mushroom-paste,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Mushroom Spores,mushroom spores,unknown,395,mushroom-spores,buddy_item_evidence_cache,
Mushroom Stew,mushroom stew,yes,634,mushroom-stew,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Music Box,music box,unknown,838,music-box,buddy_item_evidence_cache,
Mussel,mussel,yes,136,mussel,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Mystic Ring,mystic ring,yes,195,mystic-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Mystical Chest 01,mystical chest 01,unknown,482,mystical-chest-01,buddy_item_evidence_cache,
Mystical Chest 02,mystical chest 02,unknown,572,mystical-chest-02,buddy_item_evidence_cache,
Mystical Staff,mystical staff,unknown,325,mystical-staff,buddy_item_evidence_cache,
Nailed Board,nailed board,yes,842,nailed-board,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Nails,nails,unknown,38,nails,buddy_item_evidence_cache;recipe_inputs.input,
Nebula Egg,nebula egg,unknown,1473,nebula-egg,buddy_item_evidence_cache,
Neigh,neigh,yes,654,neigh,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Nightshade Cap,nightshade cap,unknown,1118,nightshade-cap,buddy_item_evidence_cache,
Nirumdivar,nirumdivar,unknown,1204,nirumdivar,buddy_item_evidence_cache,
Notary Certificate,notary certificate,unknown,840,notary-certificate,buddy_item_evidence_cache,
Notary Stamp,notary stamp,unknown,839,notary-stamp,buddy_item_evidence_cache,
Notebook,notebook,unknown,618,notebook,buddy_item_evidence_cache,
Nut Cracker Buddy,nut cracker buddy,unknown,1158,nut-cracker-buddy,buddy_item_evidence_cache,
Nut Cracker Buddy Doll,nut cracker buddy doll,unknown,1159,nut-cracker-buddy-doll,buddy_item_evidence_cache,
Oak,oak,unknown,303,oak,buddy_item_evidence_cache;recipe_inputs.input,
Oak Table,oak table,yes,1440,oak-table,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Oceanite,oceanite,unknown,907,oceanite,buddy_item_evidence_cache,
Octopus,octopus,yes,207,octopus,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Odthorin's Charm,odthorin's charm,unknown,515,odthorin-s-charm,buddy_item_evidence_cache,
Official Share,official share,unknown,493,official-share,buddy_item_evidence_cache,
Old Boot,old boot,unknown,116,old-boot,buddy_item_evidence_cache;recipe_inputs.input,
Onion,onion,yes,33,onion,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Onion Rings,onion rings,unknown,566,onion-rings,buddy_item_evidence_cache,
Onion Seeds,onion seeds,unknown,34,onion-seeds,buddy_item_evidence_cache,
Onion Soup,onion soup,yes,635,onion-soup,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Onyx Scorpion,onyx scorpion,unknown,599,onyx-scorpion,buddy_item_evidence_cache;recipe_inputs.input,
Opposition Hourglass,opposition hourglass,unknown,470,opposition-hourglass,buddy_item_evidence_cache,
Orange,orange,unknown,61,orange,buddy_item_evidence_cache;recipe_inputs.input,
Orange Butterfly,orange butterfly,yes,1396,orange-butterfly,buddy_item_evidence_cache;recipes.output;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from explicit user confirmation; the supplied export snapshots did not contain this item.
Orange Calcite,orange calcite,unknown,916,orange-calcite,buddy_item_evidence_cache,
Orange Dye,orange dye,yes,1363,orange-dye,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Orange Flowers,orange flowers,unknown,734,orange-flowers,buddy_item_evidence_cache;recipe_inputs.input,
Orange Gecko,orange gecko,unknown,389,orange-gecko,buddy_item_evidence_cache,
Orange Juice,orange juice,yes,84,orange-juice,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Orange Ornament,orange ornament,unknown,402,orange-ornament,buddy_item_evidence_cache,
Orange Scarf,orange scarf,yes,1406,orange-scarf,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Orange Shirt,orange shirt,yes,1413,orange-shirt,buddy_item_evidence_cache;recipes.output;tower_requirements,
Orange Twine,orange twine,yes,1388,orange-twine,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Orcafish,orcafish,yes,579,orcafish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Over the Moon,over the moon,yes,647,over-the-moon,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Owl Feather,owl feather,unknown,889,owl-feather,buddy_item_evidence_cache,
Owl Guard Belt,owl guard belt,unknown,893,owl-guard-belt,buddy_item_evidence_cache,
Painite,painite,unknown,1183,painite,buddy_item_evidence_cache;recipe_inputs.input,
Pair of Boots,pair of boots,yes,713,pair-of-boots,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Pair of Gold Boots,pair of gold boots,no,775,pair-of-gold-boots,buddy_item_evidence_cache;recipes.output;user_mastery_eligibility_review_2026_08_08,User confirmed not masterable in the BL-326 eligibility review.
Paper Receipt,paper receipt,unknown,385,paper-receipt,buddy_item_evidence_cache,
Parade Balloon Buddy Doll,parade balloon buddy doll,unknown,1325,parade-balloon-buddy-doll,buddy_item_evidence_cache,
Party Hat,party hat,unknown,1049,party-hat,buddy_item_evidence_cache,
Party Horn,party horn,unknown,1237,party-horn,buddy_item_evidence_cache,
Pea Seeds,pea seeds,unknown,28,pea-seeds,buddy_item_evidence_cache,
Peach,peach,unknown,586,peach,buddy_item_evidence_cache;recipe_inputs.input,
Peach Juice,peach juice,yes,587,peach-juice,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Peafowl Feather,peafowl feather,unknown,735,peafowl-feather,buddy_item_evidence_cache,
Pear Grease,pear grease,yes,683,pear-grease,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Pearl,pearl,yes,100,pearl,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Pearl Berries,pearl berries,unknown,782,pearl-berries,buddy_item_evidence_cache,
Pearl Berry Jam,pearl berry jam,unknown,1331,pearl-berry-jam,buddy_item_evidence_cache,
Pearl Necklace,pearl necklace,yes,196,pearl-necklace,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Peas,peas,yes,27,peas,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Peculiar Gem,peculiar gem,unknown,545,peculiar-gem,buddy_item_evidence_cache,
Peg Leg,peg leg,unknown,624,peg-leg,buddy_item_evidence_cache,
Pencil,pencil,unknown,619,pencil,buddy_item_evidence_cache,
Pepper Seeds,pepper seeds,unknown,12,pepper-seeds,buddy_item_evidence_cache,
Peppers,peppers,yes,11,peppers,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Perfect Paint Palette,perfect paint palette,unknown,989,perfect-paint-palette,buddy_item_evidence_cache,
Pet Treat,pet treat,unknown,1238,pet-treat,buddy_item_evidence_cache,
PHR Voucher,phr voucher,unknown,1443,phr-voucher,buddy_item_evidence_cache,
Pickaxe,pickaxe,yes,820,pickaxe,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Picnic Basket 01,picnic basket 01,unknown,1448,picnic-basket-01,buddy_item_evidence_cache,
Pie,pie,unknown,495,pie,buddy_item_evidence_cache,
Pie Pan,pie pan,yes,725,pie-pan,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Piece 01,piece 01,unknown,979,piece-01,buddy_item_evidence_cache;recipe_inputs.input,
Piece 03,piece 03,unknown,980,piece-03,buddy_item_evidence_cache;recipe_inputs.input,
Piece 04,piece 04,unknown,764,piece-04,buddy_item_evidence_cache;recipe_inputs.input,
Piece 07,piece 07,unknown,1450,piece-07,buddy_item_evidence_cache;recipe_inputs.input,
Piece 09,piece 09,unknown,765,piece-09,buddy_item_evidence_cache;recipe_inputs.input,
Piece 11,piece 11,unknown,770,piece-11,buddy_item_evidence_cache;recipe_inputs.input,
Piece 12,piece 12,unknown,1449,piece-12,buddy_item_evidence_cache;recipe_inputs.input,
Piece 15,piece 15,unknown,771,piece-15,buddy_item_evidence_cache;recipe_inputs.input,
Piece 18,piece 18,unknown,784,piece-18,buddy_item_evidence_cache;recipe_inputs.input,
Piece 22,piece 22,unknown,981,piece-22,buddy_item_evidence_cache;recipe_inputs.input,
Piece 23,piece 23,unknown,763,piece-23,buddy_item_evidence_cache;recipe_inputs.input,
Piece 24,piece 24,unknown,982,piece-24,buddy_item_evidence_cache;recipe_inputs.input,
Piece 26,piece 26,unknown,769,piece-26,buddy_item_evidence_cache;recipe_inputs.input,
Piece 30,piece 30,unknown,983,piece-30,buddy_item_evidence_cache;recipe_inputs.input,
Piece 31,piece 31,unknown,1451,piece-31,buddy_item_evidence_cache;recipe_inputs.input,
Piece of Cake,piece of cake,unknown,1040,piece-of-cake,buddy_item_evidence_cache,
Piece of Heart,piece of heart,unknown,253,piece-of-heart,buddy_item_evidence_cache;recipe_inputs.input,
Pig Collar,pig collar,unknown,1037,pig-collar,buddy_item_evidence_cache,
Pillow Case 01,pillow case 01,unknown,1310,pillow-case-01,buddy_item_evidence_cache,
Piñata,piñata,unknown,550,pi-ata,buddy_item_evidence_cache,
Piñata Whop Stick,piñata whop stick,yes,1045,pi-ata-whop-stick,buddy_item_evidence_cache;mastery_difficulty,
Pine Board,pine board,yes,826,pine-board,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Pine Cone,pine cone,unknown,289,pine-cone,buddy_item_evidence_cache,
Pine Seeds,pine seeds,unknown,410,pine-seeds,buddy_item_evidence_cache,
Pine Shelf,pine shelf,yes,1137,pine-shelf,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Pine Tree,pine tree,yes,409,pine-tree,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Pineapple,pineapple,unknown,1252,pineapple,buddy_item_evidence_cache,
Pink Jelly,pink jelly,yes,1294,pink-jelly,buddy_item_evidence_cache;mastery_difficulty,
Pink Ribbon,pink ribbon,unknown,489,pink-ribbon,buddy_item_evidence_cache,
Pirate Bandana,pirate bandana,unknown,258,pirate-bandana,buddy_item_evidence_cache,
Pirate Flag,pirate flag,unknown,246,pirate-flag,buddy_item_evidence_cache,
Pirate Hook,pirate hook,unknown,571,pirate-hook,buddy_item_evidence_cache,
Pitchfork,pitchfork,yes,900,pitchfork,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Pitviper Tail,pitviper tail,unknown,928,pitviper-tail,buddy_item_evidence_cache,
Pizza Slice,pizza slice,unknown,815,pizza-slice,buddy_item_evidence_cache,
Planet Egg,planet egg,unknown,1469,planet-egg,buddy_item_evidence_cache,
Plum Ore,plum ore,unknown,906,plum-ore,buddy_item_evidence_cache,
Plumbfish,plumbfish,yes,309,plumbfish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Pocket Watch,pocket watch,unknown,213,pocket-watch,buddy_item_evidence_cache;recipe_inputs.input,
Podcast Swear Jar,podcast swear jar,unknown,1447,podcast-swear-jar,buddy_item_evidence_cache,
Polished Boot,polished boot,yes,712,polished-boot,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Popcorn,popcorn,unknown,375,popcorn,buddy_item_evidence_cache,
Pot of Gold (Large),pot of gold (large),unknown,501,pot-of-gold-large-,buddy_item_evidence_cache,
Pot of Gold (Medium),pot of gold (medium),unknown,502,pot-of-gold-medium-,buddy_item_evidence_cache,
Pot of Gold (Small),pot of gold (small),unknown,503,pot-of-gold-small-,buddy_item_evidence_cache,
Potato,potato,yes,48,potato,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Potato Battery,potato battery,yes,754,potato-battery,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Potato Seeds,potato seeds,unknown,49,potato-seeds,buddy_item_evidence_cache,
Potted Flower,potted flower,unknown,808,potted-flower,buddy_item_evidence_cache,
Power Monitor,power monitor,yes,684,power-monitor,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Prancer,prancer,unknown,442,prancer,buddy_item_evidence_cache,
Present 01,present 01,unknown,344,present-01,buddy_item_evidence_cache,
Present 02,present 02,unknown,534,present-02,buddy_item_evidence_cache,
Prickly Pear,prickly pear,unknown,596,prickly-pear,buddy_item_evidence_cache;recipe_inputs.input,
Prism Shard,prism shard,unknown,179,prism-shard,buddy_item_evidence_cache;recipe_inputs.input,
Prism Shell,prism shell,unknown,796,prism-shell,buddy_item_evidence_cache,
Propeller Hat,propeller hat,yes,1419,propeller-hat,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Protein Bar,protein bar,unknown,810,protein-bar,buddy_item_evidence_cache,
Prune Juice,prune juice,unknown,1092,prune-juice,buddy_item_evidence_cache,
Puffer,puffer,yes,115,puffer,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Pulley,pulley,unknown,590,pulley,buddy_item_evidence_cache;recipe_inputs.input,
Pumpkin,pumpkin,yes,69,pumpkin,buddy_item_evidence_cache;mastery_difficulty,
Pumpkin Juice,pumpkin juice,unknown,1123,pumpkin-juice,buddy_item_evidence_cache,
Pumpkin Pie,pumpkin pie,unknown,672,pumpkin-pie,buddy_item_evidence_cache,
Pumpkin Seeds,pumpkin seeds,unknown,68,pumpkin-seeds,buddy_item_evidence_cache,
Pumpkin Spiced Milk,pumpkin spiced milk,yes,1313,pumpkin-spiced-milk,buddy_item_evidence_cache;mastery_difficulty,
Purple Bag,purple bag,yes,539,purple-bag,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Purple Butterfly,purple butterfly,yes,1207,purple-butterfly,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Purple Butterfly Fish,purple butterfly fish,yes,570,purple-butterfly-fish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Purple Diary,purple diary,yes,83,purple-diary,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Purple Dye,purple dye,yes,537,purple-dye,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Purple Flower,purple flower,unknown,53,purple-flower,buddy_item_evidence_cache;recipe_inputs.input,
Purple Mushroom,purple mushroom,unknown,909,purple-mushroom,buddy_item_evidence_cache,
Purple Ornament,purple ornament,unknown,407,purple-ornament,buddy_item_evidence_cache,
Purple Parchment,purple parchment,yes,73,purple-parchment,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Purple Shirt,purple shirt,yes,1415,purple-shirt,buddy_item_evidence_cache;recipes.output;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
Purple Twine,purple twine,yes,977,purple-twine,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Pyredrop,pyredrop,unknown,912,pyredrop,buddy_item_evidence_cache,
Pyrite,pyrite,yes,1115,pyrite,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
QED Cell,qed cell,yes,870,qed-cell,buddy_item_evidence_cache;mastery_difficulty,
QED Pack,qed pack,unknown,872,qed-pack,buddy_item_evidence_cache,
Quandary Chowder,quandary chowder,yes,644,quandary-chowder,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Quicksilver's Ring,quicksilver's ring,unknown,1140,quicksilver-s-ring,buddy_item_evidence_cache,
R.O.A.S.,r.o.a.s.,unknown,369,r-o-a-s-,buddy_item_evidence_cache,
Radish,radish,yes,31,radish,buddy_item_evidence_cache;mastery_difficulty,
Radish Seeds,radish seeds,unknown,32,radish-seeds,buddy_item_evidence_cache,
Raffle Ticket,raffle ticket,unknown,827,raffle-ticket,buddy_item_evidence_cache,
Ram Skull 01,ram skull 01,unknown,911,ram-skull-01,buddy_item_evidence_cache,
Ramjoram's Mask,ramjoram's mask,unknown,785,ramjoram-s-mask,buddy_item_evidence_cache,
Raptor Chicken Egg,raptor chicken egg,unknown,1200,raptor-chicken-egg,buddy_item_evidence_cache,
Raptor Claw,raptor claw,unknown,323,raptor-claw,buddy_item_evidence_cache,
Raptor Egg,raptor egg,unknown,394,raptor-egg,buddy_item_evidence_cache,
Raptor Wrangler Belt,raptor wrangler belt,unknown,859,raptor-wrangler-belt,buddy_item_evidence_cache,
Raw Meat,raw meat,unknown,1290,raw-meat,buddy_item_evidence_cache,
Re'taw,re'taw,unknown,933,re-taw,buddy_item_evidence_cache;recipe_inputs.input,
Re'taw Pail,re'taw pail,yes,1335,re-taw-pail,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Reaver Claw,reaver claw,yes,1375,reaver-claw,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Red Berries,red berries,unknown,319,red-berries,buddy_item_evidence_cache;recipe_inputs.input,
Red Berry Pie,red berry pie,yes,723,red-berry-pie,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Red Brick,red brick,yes,1131,red-brick,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Red Butterfly,red butterfly,yes,1210,red-butterfly,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Red Diamond Fish,red diamond fish,yes,1041,red-diamond-fish,buddy_item_evidence_cache;mastery_difficulty,
