output_item_name,output_canonical_key,recipe_type,recipe_book_item_name,recipe_book_canonical_key,cooking_level,base_time,source_buddy_url,source_page_data_url,cache_file_name,parser_version,notes
Shovel,shovel,craft,,,,,https://buddy.farm/i/shovel/,https://buddy.farm/page-data/i/shovel/page-data.json,shovel__shovel.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/shovel/page-data.json; Cache: shovel__shovel.json; Parser: buddy-item-multi-source-v1
Shrimp-a-Plenty,shrimp-a-plenty,cooking,Cecil's Shrimp-a-Plenty,cecil's shrimp-a-plenty,35,2h,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,shrimp-a-plenty__shrimp-a-plenty.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json; Cache: shrimp-a-plenty__shrimp-a-plenty.json; Parser: buddy-item-multi-source-v1; Base time carried forward from previous canonical recipe data because the current Buddy cache does not expose cooking base time.
Silk,silk,craft,,,,,https://buddy.farm/i/silk/,https://buddy.farm/page-data/i/silk/page-data.json,silk__silk.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/silk/page-data.json; Cache: silk__silk.json; Parser: buddy-item-multi-source-v1
Snow Shoes,snow shoes,craft,,,,,https://buddy.farm/i/snow-shoes/,https://buddy.farm/page-data/i/snow-shoes/page-data.json,snow-shoes__snow-shoes.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/snow-shoes/page-data.json; Cache: snow-shoes__snow-shoes.json; Parser: buddy-item-multi-source-v1
Spiky Bracelet,spiky bracelet,craft,,,,,https://buddy.farm/i/spiky-bracelet/,https://buddy.farm/page-data/i/spiky-bracelet/page-data.json,spiky-bracelet__spiky-bracelet.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/spiky-bracelet/page-data.json; Cache: spiky-bracelet__spiky-bracelet.json; Parser: buddy-item-multi-source-v1
Spool of Copper,spool of copper,craft,,,,,https://buddy.farm/i/spool-of-copper/,https://buddy.farm/page-data/i/spool-of-copper/page-data.json,spool-of-copper__spool-of-copper.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/spool-of-copper/page-data.json; Cache: spool-of-copper__spool-of-copper.json; Parser: buddy-item-multi-source-v1
Spoon,spoon,craft,,,,,https://buddy.farm/i/spoon/,https://buddy.farm/page-data/i/spoon/page-data.json,spoon__spoon.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/spoon/page-data.json; Cache: spoon__spoon.json; Parser: buddy-item-multi-source-v1
Steel,steel,craft,,,,,https://buddy.farm/i/steel/,https://buddy.farm/page-data/i/steel/page-data.json,steel__steel.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/steel/page-data.json; Cache: steel__steel.json; Parser: buddy-item-multi-source-v1
Steel Buckle,steel buckle,craft,,,,,https://buddy.farm/i/steel-buckle/,https://buddy.farm/page-data/i/steel-buckle/page-data.json,steel-buckle__steel-buckle.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/steel-buckle/page-data.json; Cache: steel-buckle__steel-buckle.json; Parser: buddy-item-multi-source-v1
Steel Pickaxe,steel pickaxe,craft,,,,,https://buddy.farm/i/steel-pickaxe/,https://buddy.farm/page-data/i/steel-pickaxe/page-data.json,steel-pickaxe__steel-pickaxe.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/steel-pickaxe/page-data.json; Cache: steel-pickaxe__steel-pickaxe.json; Parser: buddy-item-multi-source-v1
Steel Plate,steel plate,craft,,,,,https://buddy.farm/i/steel-plate/,https://buddy.farm/page-data/i/steel-plate/page-data.json,steel-plate__steel-plate.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/steel-plate/page-data.json; Cache: steel-plate__steel-plate.json; Parser: buddy-item-multi-source-v1
Steel Vise,steel vise,craft,,,,,https://buddy.farm/i/steel-vise/,https://buddy.farm/page-data/i/steel-vise/page-data.json,steel-vise__steel-vise.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/steel-vise/page-data.json; Cache: steel-vise__steel-vise.json; Parser: buddy-item-multi-source-v1
Steel Wire,steel wire,craft,,,,,https://buddy.farm/i/steel-wire/,https://buddy.farm/page-data/i/steel-wire/page-data.json,steel-wire__steel-wire.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/steel-wire/page-data.json; Cache: steel-wire__steel-wire.json; Parser: buddy-item-multi-source-v1
Step Ladder,step ladder,craft,,,,,https://buddy.farm/i/step-ladder/,https://buddy.farm/page-data/i/step-ladder/page-data.json,step-ladder__step-ladder.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/step-ladder/page-data.json; Cache: step-ladder__step-ladder.json; Parser: buddy-item-multi-source-v1
Strong Paste,strong paste,craft,,,,,https://buddy.farm/i/strong-paste/,https://buddy.farm/page-data/i/strong-paste/page-data.json,strong-paste__strong-paste.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/strong-paste/page-data.json; Cache: strong-paste__strong-paste.json; Parser: buddy-item-multi-source-v1
Sturdy Bow,sturdy bow,craft,,,,,https://buddy.farm/i/sturdy-bow/,https://buddy.farm/page-data/i/sturdy-bow/page-data.json,sturdy-bow__sturdy-bow.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sturdy-bow/page-data.json; Cache: sturdy-bow__sturdy-bow.json; Parser: buddy-item-multi-source-v1
Sturdy Box,sturdy box,craft,,,,,https://buddy.farm/i/sturdy-box/,https://buddy.farm/page-data/i/sturdy-box/page-data.json,sturdy-box__sturdy-box.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sturdy-box/page-data.json; Cache: sturdy-box__sturdy-box.json; Parser: buddy-item-multi-source-v1
Sturdy Pickaxe,sturdy pickaxe,craft,,,,,https://buddy.farm/i/sturdy-pickaxe/,https://buddy.farm/page-data/i/sturdy-pickaxe/page-data.json,sturdy-pickaxe__sturdy-pickaxe.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sturdy-pickaxe/page-data.json; Cache: sturdy-pickaxe__sturdy-pickaxe.json; Parser: buddy-item-multi-source-v1
Sturdy Shield,sturdy shield,craft,,,,,https://buddy.farm/i/sturdy-shield/,https://buddy.farm/page-data/i/sturdy-shield/page-data.json,sturdy-shield__sturdy-shield.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sturdy-shield/page-data.json; Cache: sturdy-shield__sturdy-shield.json; Parser: buddy-item-multi-source-v1
Sturdy Sword,sturdy sword,craft,,,,,https://buddy.farm/i/sturdy-sword/,https://buddy.farm/page-data/i/sturdy-sword/page-data.json,sturdy-sword__sturdy-sword.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sturdy-sword/page-data.json; Cache: sturdy-sword__sturdy-sword.json; Parser: buddy-item-multi-source-v1
Sugar Cube,sugar cube,craft,,,,,https://buddy.farm/i/sugar-cube/,https://buddy.farm/page-data/i/sugar-cube/page-data.json,sugar-cube__sugar-cube.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sugar-cube/page-data.json; Cache: sugar-cube__sugar-cube.json; Parser: buddy-item-multi-source-v1
Sunflower Oil,sunflower oil,craft,,,,,https://buddy.farm/i/sunflower-oil/,https://buddy.farm/page-data/i/sunflower-oil/page-data.json,sunflower-oil__sunflower-oil.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sunflower-oil/page-data.json; Cache: sunflower-oil__sunflower-oil.json; Parser: buddy-item-multi-source-v1
Swamp Puzzle,swamp puzzle,craft,,,,,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/swamp-puzzle/page-data.json; Cache: swamp-puzzle__swamp-puzzle.json; Parser: buddy-item-multi-source-v1
Tie Dye Scarf,tie dye scarf,craft,,,,,https://buddy.farm/i/tie-dye-scarf/,https://buddy.farm/page-data/i/tie-dye-scarf/page-data.json,tie-dye-scarf__tie-dye-scarf.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/tie-dye-scarf/page-data.json; Cache: tie-dye-scarf__tie-dye-scarf.json; Parser: buddy-item-multi-source-v1
Tin Scraps,tin scraps,craft,,,,,https://buddy.farm/i/tin-scraps/,https://buddy.farm/page-data/i/tin-scraps/page-data.json,tin-scraps__tin-scraps.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/tin-scraps/page-data.json; Cache: tin-scraps__tin-scraps.json; Parser: buddy-item-multi-source-v1
Treasure Chest,treasure chest,craft,,,,,https://buddy.farm/i/treasure-chest/,https://buddy.farm/page-data/i/treasure-chest/page-data.json,treasure-chest__treasure-chest.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/treasure-chest/page-data.json; Cache: treasure-chest__treasure-chest.json; Parser: buddy-item-multi-source-v1
Twine,twine,craft,,,,,https://buddy.farm/i/twine/,https://buddy.farm/page-data/i/twine/page-data.json,twine__twine.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/twine/page-data.json; Cache: twine__twine.json; Parser: buddy-item-multi-source-v1
Unpolished Shimmer Stone,unpolished shimmer stone,craft,,,,,https://buddy.farm/i/unpolished-shimmer-stone/,https://buddy.farm/page-data/i/unpolished-shimmer-stone/page-data.json,unpolished-shimmer-stone__unpolished-shimmer-stone.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/unpolished-shimmer-stone/page-data.json; Cache: unpolished-shimmer-stone__unpolished-shimmer-stone.json; Parser: buddy-item-multi-source-v1
Valve,valve,craft,,,,,https://buddy.farm/i/valve/,https://buddy.farm/page-data/i/valve/page-data.json,valve__valve.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/valve/page-data.json; Cache: valve__valve.json; Parser: buddy-item-multi-source-v1
Veggie Juice,veggie juice,craft,,,,,https://buddy.farm/i/veggie-juice/,https://buddy.farm/page-data/i/veggie-juice/page-data.json,veggie-juice__veggie-juice.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/veggie-juice/page-data.json; Cache: veggie-juice__veggie-juice.json; Parser: buddy-item-multi-source-v1
Wagon Wheel,wagon wheel,craft,,,,,https://buddy.farm/i/wagon-wheel/,https://buddy.farm/page-data/i/wagon-wheel/page-data.json,wagon-wheel__wagon-wheel.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wagon-wheel/page-data.json; Cache: wagon-wheel__wagon-wheel.json; Parser: buddy-item-multi-source-v1
White Cloak,white cloak,craft,,,,,https://buddy.farm/i/white-cloak/,https://buddy.farm/page-data/i/white-cloak/page-data.json,white-cloak__white-cloak.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/white-cloak/page-data.json; Cache: white-cloak__white-cloak.json; Parser: buddy-item-multi-source-v1
White Dye,white dye,craft,,,,,https://buddy.farm/i/white-dye/,https://buddy.farm/page-data/i/white-dye/page-data.json,white-dye__white-dye.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/white-dye/page-data.json; Cache: white-dye__white-dye.json; Parser: buddy-item-multi-source-v1
White Parchment,white parchment,craft,,,,,https://buddy.farm/i/white-parchment/,https://buddy.farm/page-data/i/white-parchment/page-data.json,white-parchment__white-parchment.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/white-parchment/page-data.json; Cache: white-parchment__white-parchment.json; Parser: buddy-item-multi-source-v1
White Purse,white purse,craft,,,,,https://buddy.farm/i/white-purse/,https://buddy.farm/page-data/i/white-purse/page-data.json,white-purse__white-purse.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/white-purse/page-data.json; Cache: white-purse__white-purse.json; Parser: buddy-item-multi-source-v1
White Scarf,white scarf,craft,,,,,https://buddy.farm/i/white-scarf/,https://buddy.farm/page-data/i/white-scarf/page-data.json,white-scarf__white-scarf.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/white-scarf/page-data.json; Cache: white-scarf__white-scarf.json; Parser: buddy-item-multi-source-v1
White Shirt,white shirt,craft,,,,,https://buddy.farm/i/white-shirt/,https://buddy.farm/page-data/i/white-shirt/page-data.json,white-shirt__white-shirt.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/white-shirt/page-data.json; Cache: white-shirt__white-shirt.json; Parser: buddy-item-multi-source-v1
White Twine,white twine,craft,,,,,https://buddy.farm/i/white-twine/,https://buddy.farm/page-data/i/white-twine/page-data.json,white-twine__white-twine.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/white-twine/page-data.json; Cache: white-twine__white-twine.json; Parser: buddy-item-multi-source-v1
Wine,wine,craft,,,,,https://buddy.farm/i/wine/,https://buddy.farm/page-data/i/wine/page-data.json,wine__wine.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wine/page-data.json; Cache: wine__wine.json; Parser: buddy-item-multi-source-v1
Wizard Hat,wizard hat,craft,,,,,https://buddy.farm/i/wizard-hat/,https://buddy.farm/page-data/i/wizard-hat/page-data.json,wizard-hat__wizard-hat.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wizard-hat/page-data.json; Cache: wizard-hat__wizard-hat.json; Parser: buddy-item-multi-source-v1
Wooden Barrel,wooden barrel,craft,,,,,https://buddy.farm/i/wooden-barrel/,https://buddy.farm/page-data/i/wooden-barrel/page-data.json,wooden-barrel__wooden-barrel.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wooden-barrel/page-data.json; Cache: wooden-barrel__wooden-barrel.json; Parser: buddy-item-multi-source-v1
Wooden Bow,wooden bow,craft,,,,,https://buddy.farm/i/wooden-bow/,https://buddy.farm/page-data/i/wooden-bow/page-data.json,wooden-bow__wooden-bow.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wooden-bow/page-data.json; Cache: wooden-bow__wooden-bow.json; Parser: buddy-item-multi-source-v1
Wooden Box,wooden box,craft,,,,,https://buddy.farm/i/wooden-box/,https://buddy.farm/page-data/i/wooden-box/page-data.json,wooden-box__wooden-box.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wooden-box/page-data.json; Cache: wooden-box__wooden-box.json; Parser: buddy-item-multi-source-v1
Wooden Button,wooden button,craft,,,,,https://buddy.farm/i/wooden-button/,https://buddy.farm/page-data/i/wooden-button/page-data.json,wooden-button__wooden-button.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wooden-button/page-data.json; Cache: wooden-button__wooden-button.json; Parser: buddy-item-multi-source-v1
Wooden Plank,wooden plank,craft,,,,,https://buddy.farm/i/wooden-plank/,https://buddy.farm/page-data/i/wooden-plank/page-data.json,wooden-plank__wooden-plank.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wooden-plank/page-data.json; Cache: wooden-plank__wooden-plank.json; Parser: buddy-item-multi-source-v1
Wooden Shield,wooden shield,craft,,,,,https://buddy.farm/i/wooden-shield/,https://buddy.farm/page-data/i/wooden-shield/page-data.json,wooden-shield__wooden-shield.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wooden-shield/page-data.json; Cache: wooden-shield__wooden-shield.json; Parser: buddy-item-multi-source-v1
Wooden Spear,wooden spear,craft,,,,,https://buddy.farm/i/wooden-spear/,https://buddy.farm/page-data/i/wooden-spear/page-data.json,wooden-spear__wooden-spear.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wooden-spear/page-data.json; Cache: wooden-spear__wooden-spear.json; Parser: buddy-item-multi-source-v1
Wooden Sword,wooden sword,craft,,,,,https://buddy.farm/i/wooden-sword/,https://buddy.farm/page-data/i/wooden-sword/page-data.json,wooden-sword__wooden-sword.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wooden-sword/page-data.json; Cache: wooden-sword__wooden-sword.json; Parser: buddy-item-multi-source-v1
Wooden Table,wooden table,craft,,,,,https://buddy.farm/i/wooden-table/,https://buddy.farm/page-data/i/wooden-table/page-data.json,wooden-table__wooden-table.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wooden-table/page-data.json; Cache: wooden-table__wooden-table.json; Parser: buddy-item-multi-source-v1
Wrench,wrench,craft,,,,,https://buddy.farm/i/wrench/,https://buddy.farm/page-data/i/wrench/page-data.json,wrench__wrench.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/wrench/page-data.json; Cache: wrench__wrench.json; Parser: buddy-item-multi-source-v1
Y73841 Detector,y73841 detector,craft,,,,,https://buddy.farm/i/y73841-detector/,https://buddy.farm/page-data/i/y73841-detector/page-data.json,y73841-detector__y73841-detector.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/y73841-detector/page-data.json; Cache: y73841-detector__y73841-detector.json; Parser: buddy-item-multi-source-v1
Yarn,yarn,craft,,,,,https://buddy.farm/i/yarn/,https://buddy.farm/page-data/i/yarn/page-data.json,yarn__yarn.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/yarn/page-data.json; Cache: yarn__yarn.json; Parser: buddy-item-multi-source-v1
Yellow Bag,yellow bag,craft,,,,,https://buddy.farm/i/yellow-bag/,https://buddy.farm/page-data/i/yellow-bag/page-data.json,yellow-bag__yellow-bag.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/yellow-bag/page-data.json; Cache: yellow-bag__yellow-bag.json; Parser: buddy-item-multi-source-v1
Yellow Butterfly,yellow butterfly,craft,,,,,https://buddy.farm/i/yellow-butterfly/,https://buddy.farm/page-data/i/yellow-butterfly/page-data.json,yellow-butterfly__yellow-butterfly.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/yellow-butterfly/page-data.json; Cache: yellow-butterfly__yellow-butterfly.json; Parser: buddy-item-multi-source-v1
Yellow Dye,yellow dye,craft,,,,,https://buddy.farm/i/yellow-dye/,https://buddy.farm/page-data/i/yellow-dye/page-data.json,yellow-dye__yellow-dye.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/yellow-dye/page-data.json; Cache: yellow-dye__yellow-dye.json; Parser: buddy-item-multi-source-v1
Yellow Purse,yellow purse,craft,,,,,https://buddy.farm/i/yellow-purse/,https://buddy.farm/page-data/i/yellow-purse/page-data.json,yellow-purse__yellow-purse.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/yellow-purse/page-data.json; Cache: yellow-purse__yellow-purse.json; Parser: buddy-item-multi-source-v1
Yellow Scarf,yellow scarf,craft,,,,,https://buddy.farm/i/yellow-scarf/,https://buddy.farm/page-data/i/yellow-scarf/page-data.json,yellow-scarf__yellow-scarf.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/yellow-scarf/page-data.json; Cache: yellow-scarf__yellow-scarf.json; Parser: buddy-item-multi-source-v1
Yellow Shirt,yellow shirt,craft,,,,,https://buddy.farm/i/yellow-shirt/,https://buddy.farm/page-data/i/yellow-shirt/page-data.json,yellow-shirt__yellow-shirt.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/yellow-shirt/page-data.json; Cache: yellow-shirt__yellow-shirt.json; Parser: buddy-item-multi-source-v1
Yellow Twine,yellow twine,craft,,,,,https://buddy.farm/i/yellow-twine/,https://buddy.farm/page-data/i/yellow-twine/page-data.json,yellow-twine__yellow-twine.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/yellow-twine/page-data.json; Cache: yellow-twine__yellow-twine.json; Parser: buddy-item-multi-source-v1
