item_name,canonical_key,buddy_url,page_data_url,cache_file_name,http_status,source_status,recipes,used_in_recipes,drop_rates,pet_sources,openable_contents,openable_sources,wishing_well_outputs,wishing_well_inputs,quest_rows,unknown_detected_sections,flags,warnings
Snail,snail,https://buddy.farm/i/snail/,https://buddy.farm/page-data/i/snail/page-data.json,snail__snail.json,200,sources_present,0,1,4,1,0,2,4,3,9,,,
Snow Globe,snow globe,https://buddy.farm/i/snow-globe/,https://buddy.farm/page-data/i/snow-globe/page-data.json,snow-globe__snow-globe.json,200,sources_present,0,0,0,0,0,1,0,0,14,,,
Snow Shoes,snow shoes,https://buddy.farm/i/snow-shoes/,https://buddy.farm/page-data/i/snow-shoes/page-data.json,snow-shoes__snow-shoes.json,200,sources_present,1,0,0,0,0,0,0,0,20,,,
Snowball,snowball,https://buddy.farm/i/snowball/,https://buddy.farm/page-data/i/snowball/page-data.json,snowball__snowball.json,200,sources_present,0,0,0,1,0,5,0,0,38,,,
Snowball Cup,snowball cup,https://buddy.farm/i/snowball-cup/,https://buddy.farm/page-data/i/snowball-cup/page-data.json,snowball-cup__snowball-cup.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Snowflakes,snowflakes,https://buddy.farm/i/snowflakes/,https://buddy.farm/page-data/i/snowflakes/page-data.json,snowflakes__snowflakes.json,200,sources_present,0,0,0,0,0,3,0,0,2,,,
Snowman,snowman,https://buddy.farm/i/snowman/,https://buddy.farm/page-data/i/snowman/page-data.json,snowman__snowman.json,200,sources_present,0,0,0,0,0,0,0,0,22,,,
Snowman Buddy Doll,snowman buddy doll,https://buddy.farm/i/snowman-buddy-doll/,https://buddy.farm/page-data/i/snowman-buddy-doll/page-data.json,snowman-buddy-doll__snowman-buddy-doll.json,200,sources_blank,0,0,0,0,0,1,0,0,0,,,
Soap,soap,https://buddy.farm/i/soap/,https://buddy.farm/page-data/i/soap/page-data.json,soap__soap.json,200,sources_present,0,0,0,0,0,0,0,0,8,,,
Sol Orb,sol orb,https://buddy.farm/i/sol-orb/,https://buddy.farm/page-data/i/sol-orb/page-data.json,sol-orb__sol-orb.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Sombrero,sombrero,https://buddy.farm/i/sombrero/,https://buddy.farm/page-data/i/sombrero/page-data.json,sombrero__sombrero.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Sour Root,sour root,https://buddy.farm/i/sour-root/,https://buddy.farm/page-data/i/sour-root/page-data.json,sour-root__sour-root.json,200,sources_present,0,1,4,1,0,0,0,0,5,,,
Spades,spades,https://buddy.farm/i/spades/,https://buddy.farm/page-data/i/spades/page-data.json,spades__spades.json,200,sources_present,0,0,0,0,0,2,0,0,76,,,
Speckled Grouper,speckled grouper,https://buddy.farm/i/speckled-grouper/,https://buddy.farm/page-data/i/speckled-grouper/page-data.json,speckled-grouper__speckled-grouper.json,200,sources_present,0,0,4,0,0,0,0,0,2,,,
Spectacles,spectacles,https://buddy.farm/i/spectacles/,https://buddy.farm/page-data/i/spectacles/page-data.json,spectacles__spectacles.json,200,sources_present,0,0,4,0,0,0,5,6,30,,,
Spider,spider,https://buddy.farm/i/spider/,https://buddy.farm/page-data/i/spider/page-data.json,spider__spider.json,200,sources_present,0,1,8,1,0,3,0,4,23,,,
Spiked Shell,spiked shell,https://buddy.farm/i/spiked-shell/,https://buddy.farm/page-data/i/spiked-shell/page-data.json,spiked-shell__spiked-shell.json,200,sources_present,0,1,4,0,0,0,0,1,37,,,
Spiky Bracelet,spiky bracelet,https://buddy.farm/i/spiky-bracelet/,https://buddy.farm/page-data/i/spiky-bracelet/page-data.json,spiky-bracelet__spiky-bracelet.json,200,sources_present,1,0,0,0,0,0,0,0,2,,,
Spiral Shell,spiral shell,https://buddy.farm/i/spiral-shell/,https://buddy.farm/page-data/i/spiral-shell/page-data.json,spiral-shell__spiral-shell.json,200,sources_present,0,0,4,0,0,0,0,0,4,,,
Splatfish,splatfish,https://buddy.farm/i/splatfish/,https://buddy.farm/page-data/i/splatfish/page-data.json,splatfish__splatfish.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Sponge,sponge,https://buddy.farm/i/sponge/,https://buddy.farm/page-data/i/sponge/page-data.json,sponge__sponge.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Spooky Cookies,spooky cookies,https://buddy.farm/i/spooky-cookies/,https://buddy.farm/page-data/i/spooky-cookies/page-data.json,spooky-cookies__spooky-cookies.json,200,sources_present,0,0,0,0,0,5,0,0,55,,,
Spooky Doll,spooky doll,https://buddy.farm/i/spooky-doll/,https://buddy.farm/page-data/i/spooky-doll/page-data.json,spooky-doll__spooky-doll.json,200,sources_present,0,0,0,0,0,1,0,0,1,,,
Spooky Pie,spooky pie,https://buddy.farm/i/spooky-pie/,https://buddy.farm/page-data/i/spooky-pie/page-data.json,spooky-pie__spooky-pie.json,200,sources_present,0,0,0,0,0,3,0,0,16,,,
Spooky Scarecrow,spooky scarecrow,https://buddy.farm/i/spooky-scarecrow/,https://buddy.farm/page-data/i/spooky-scarecrow/page-data.json,spooky-scarecrow__spooky-scarecrow.json,200,sources_present,0,0,0,0,0,0,0,0,4,,,
Spooky Slime,spooky slime,https://buddy.farm/i/spooky-slime/,https://buddy.farm/page-data/i/spooky-slime/page-data.json,spooky-slime__spooky-slime.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Spool of Copper,spool of copper,https://buddy.farm/i/spool-of-copper/,https://buddy.farm/page-data/i/spool-of-copper/page-data.json,spool-of-copper__spool-of-copper.json,200,sources_present,1,2,0,0,0,0,0,1,4,,,
Spoon,spoon,https://buddy.farm/i/spoon/,https://buddy.farm/page-data/i/spoon/page-data.json,spoon__spoon.json,200,sources_present,1,0,0,0,0,0,3,0,21,,,
Sporefly,sporefly,https://buddy.farm/i/sporefly/,https://buddy.farm/page-data/i/sporefly/page-data.json,sporefly__sporefly.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Spring Bangle,spring bangle,https://buddy.farm/i/spring-bangle/,https://buddy.farm/page-data/i/spring-bangle/page-data.json,spring-bangle__spring-bangle.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Spring Basket 01,spring basket 01,https://buddy.farm/i/spring-basket-01/,https://buddy.farm/page-data/i/spring-basket-01/page-data.json,spring-basket-01__spring-basket-01.json,200,sources_blank,0,0,0,0,6,3,0,0,0,,,
Spring Basket 02,spring basket 02,https://buddy.farm/i/spring-basket-02/,https://buddy.farm/page-data/i/spring-basket-02/page-data.json,spring-basket-02__spring-basket-02.json,200,sources_blank,0,0,0,0,9,2,0,0,0,,,
Spring Basket 03,spring basket 03,https://buddy.farm/i/spring-basket-03/,https://buddy.farm/page-data/i/spring-basket-03/page-data.json,spring-basket-03__spring-basket-03.json,200,sources_blank,0,0,0,0,11,1,0,0,0,,,
Spring Seeds,spring seeds,https://buddy.farm/i/spring-seeds/,https://buddy.farm/page-data/i/spring-seeds/page-data.json,spring-seeds__spring-seeds.json,200,sources_present,0,0,0,1,0,2,0,0,41,,,
Square Key,square key,https://buddy.farm/i/square-key/,https://buddy.farm/page-data/i/square-key/page-data.json,square-key__square-key.json,200,sources_present,0,0,4,1,0,3,0,4,33,,,
Stack of Cards,stack of cards,https://buddy.farm/i/stack-of-cards/,https://buddy.farm/page-data/i/stack-of-cards/page-data.json,stack-of-cards__stack-of-cards.json,200,sources_present,0,0,0,0,5,3,0,0,1,,,
Star,star,https://buddy.farm/i/star/,https://buddy.farm/page-data/i/star/page-data.json,star__star.json,200,sources_present,0,0,4,0,0,0,0,0,16,,,
Star Bobblehead,star bobblehead,https://buddy.farm/i/star-bobblehead/,https://buddy.farm/page-data/i/star-bobblehead/page-data.json,star-bobblehead__star-bobblehead.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Star's Treasure Map,star s treasure map,https://buddy.farm/i/star-s-treasure-map/,https://buddy.farm/page-data/i/star-s-treasure-map/page-data.json,star-s-treasure-map__star-s-treasure-map.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Starfish,starfish,https://buddy.farm/i/starfish/,https://buddy.farm/page-data/i/starfish/page-data.json,starfish__starfish.json,200,sources_present,0,0,4,1,0,1,0,0,4,,,
Steak,steak,https://buddy.farm/i/steak/,https://buddy.farm/page-data/i/steak/page-data.json,steak__steak.json,200,sources_present,0,1,0,1,0,2,0,0,32,,,
Steak Kabob,steak kabob,https://buddy.farm/i/steak-kabob/,https://buddy.farm/page-data/i/steak-kabob/page-data.json,steak-kabob__steak-kabob.json,200,sources_present,0,0,0,0,0,2,0,0,16,,,
Steel,steel,https://buddy.farm/i/steel/,https://buddy.farm/page-data/i/steel/page-data.json,steel__steel.json,200,sources_present,1,27,0,3,0,2,0,0,56,,,
Steel Buckle,steel buckle,https://buddy.farm/i/steel-buckle/,https://buddy.farm/page-data/i/steel-buckle/page-data.json,steel-buckle__steel-buckle.json,200,sources_present,1,4,0,0,0,0,0,0,9,,,
Steel Pickaxe,steel pickaxe,https://buddy.farm/i/steel-pickaxe/,https://buddy.farm/page-data/i/steel-pickaxe/page-data.json,steel-pickaxe__steel-pickaxe.json,200,sources_present,1,0,0,0,0,0,0,0,2,,,
Steel Plate,steel plate,https://buddy.farm/i/steel-plate/,https://buddy.farm/page-data/i/steel-plate/page-data.json,steel-plate__steel-plate.json,200,sources_present,1,5,0,0,0,0,3,0,12,,,
Steel Soap Belt,steel soap belt,https://buddy.farm/i/steel-soap-belt/,https://buddy.farm/page-data/i/steel-soap-belt/page-data.json,steel-soap-belt__steel-soap-belt.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Steel Vise,steel vise,https://buddy.farm/i/steel-vise/,https://buddy.farm/page-data/i/steel-vise/page-data.json,steel-vise__steel-vise.json,200,sources_present,1,1,0,0,0,0,0,0,13,,,
Steel Wire,steel wire,https://buddy.farm/i/steel-wire/,https://buddy.farm/page-data/i/steel-wire/page-data.json,steel-wire__steel-wire.json,200,sources_present,1,13,0,1,0,1,0,0,25,,,
Step Ladder,step ladder,https://buddy.farm/i/step-ladder/,https://buddy.farm/page-data/i/step-ladder/page-data.json,step-ladder__step-ladder.json,200,sources_present,1,0,0,0,0,0,0,0,16,,,
Stingray,stingray,https://buddy.farm/i/stingray/,https://buddy.farm/page-data/i/stingray/page-data.json,stingray__stingray.json,200,sources_present,0,0,8,0,0,0,0,0,15,,,
Stone,stone,https://buddy.farm/i/stone/,https://buddy.farm/page-data/i/stone/page-data.json,stone__stone.json,200,sources_present,0,19,24,1,0,1,0,1,33,,,
Stone Fragment,stone fragment,https://buddy.farm/i/stone-fragment/,https://buddy.farm/page-data/i/stone-fragment/page-data.json,stone-fragment__stone-fragment.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Stone Jelly,stone jelly,https://buddy.farm/i/stone-jelly/,https://buddy.farm/page-data/i/stone-jelly/page-data.json,stone-jelly__stone-jelly.json,200,sources_present,0,0,4,0,0,0,0,0,4,,,
Stone Key,stone key,https://buddy.farm/i/stone-key/,https://buddy.farm/page-data/i/stone-key/page-data.json,stone-key__stone-key.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Stone Shell,stone shell,https://buddy.farm/i/stone-shell/,https://buddy.farm/page-data/i/stone-shell/page-data.json,stone-shell__stone-shell.json,200,sources_present,0,1,0,0,0,0,0,0,0,,,
Stones of Gallodor,stones of gallodor,https://buddy.farm/i/stones-of-gallodor/,https://buddy.farm/page-data/i/stones-of-gallodor/page-data.json,stones-of-gallodor__stones-of-gallodor.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Strange Gem,strange gem,https://buddy.farm/i/strange-gem/,https://buddy.farm/page-data/i/strange-gem/page-data.json,strange-gem__strange-gem.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Strange Key 01,strange key 01,https://buddy.farm/i/strange-key-01/,https://buddy.farm/page-data/i/strange-key-01/page-data.json,strange-key-01__strange-key-01.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Strange Letter,strange letter,https://buddy.farm/i/strange-letter/,https://buddy.farm/page-data/i/strange-letter/page-data.json,strange-letter__strange-letter.json,200,sources_present,0,0,4,0,0,0,4,7,12,,,
Strange Mushroom,strange mushroom,https://buddy.farm/i/strange-mushroom/,https://buddy.farm/page-data/i/strange-mushroom/page-data.json,strange-mushroom__strange-mushroom.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Strange Ring,strange ring,https://buddy.farm/i/strange-ring/,https://buddy.farm/page-data/i/strange-ring/page-data.json,strange-ring__strange-ring.json,200,sources_present,0,0,4,0,0,0,0,0,12,,,
Strange Temple Necklace,strange temple necklace,https://buddy.farm/i/strange-temple-necklace/,https://buddy.farm/page-data/i/strange-temple-necklace/page-data.json,strange-temple-necklace__strange-temple-necklace.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Straw,straw,https://buddy.farm/i/straw/,https://buddy.farm/page-data/i/straw/page-data.json,straw__straw.json,200,sources_present,0,4,8,2,0,0,0,0,23,,,
Strawberry Good Goods,strawberry good goods,https://buddy.farm/i/strawberry-good-goods/,https://buddy.farm/page-data/i/strawberry-good-goods/page-data.json,strawberry-good-goods__strawberry-good-goods.json,200,sources_present,0,0,0,0,0,0,0,0,11,,,
Striped Feather,striped feather,https://buddy.farm/i/striped-feather/,https://buddy.farm/page-data/i/striped-feather/page-data.json,striped-feather__striped-feather.json,200,sources_present,0,2,4,1,0,0,0,0,12,,,
Strong Paste,strong paste,https://buddy.farm/i/strong-paste/,https://buddy.farm/page-data/i/strong-paste/page-data.json,strong-paste__strong-paste.json,200,sources_present,1,7,0,0,0,0,0,0,0,,,
Sturdy Bow,sturdy bow,https://buddy.farm/i/sturdy-bow/,https://buddy.farm/page-data/i/sturdy-bow/page-data.json,sturdy-bow__sturdy-bow.json,200,sources_present,1,0,0,0,0,0,3,2,16,,,
Sturdy Box,sturdy box,https://buddy.farm/i/sturdy-box/,https://buddy.farm/page-data/i/sturdy-box/page-data.json,sturdy-box__sturdy-box.json,200,sources_present,1,0,0,0,0,0,0,0,17,,,
Sturdy Pickaxe,sturdy pickaxe,https://buddy.farm/i/sturdy-pickaxe/,https://buddy.farm/page-data/i/sturdy-pickaxe/page-data.json,sturdy-pickaxe__sturdy-pickaxe.json,200,sources_present,1,0,0,0,0,0,0,0,3,,,
Sturdy Saw,sturdy saw,https://buddy.farm/i/sturdy-saw/,https://buddy.farm/page-data/i/sturdy-saw/page-data.json,sturdy-saw__sturdy-saw.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Sturdy Shield,sturdy shield,https://buddy.farm/i/sturdy-shield/,https://buddy.farm/page-data/i/sturdy-shield/page-data.json,sturdy-shield__sturdy-shield.json,200,sources_present,1,1,0,1,0,0,0,0,14,,,
Sturdy Sword,sturdy sword,https://buddy.farm/i/sturdy-sword/,https://buddy.farm/page-data/i/sturdy-sword/page-data.json,sturdy-sword__sturdy-sword.json,200,sources_present,1,1,0,0,0,0,0,0,17,,,
Sugar Cane,sugar cane,https://buddy.farm/i/sugar-cane/,https://buddy.farm/page-data/i/sugar-cane/page-data.json,sugar-cane__sugar-cane.json,200,sources_present,0,0,0,0,0,0,0,0,5,,,
Sugar Cane Seeds,sugar cane seeds,https://buddy.farm/i/sugar-cane-seeds/,https://buddy.farm/page-data/i/sugar-cane-seeds/page-data.json,sugar-cane-seeds__sugar-cane-seeds.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Sugar Cube,sugar cube,https://buddy.farm/i/sugar-cube/,https://buddy.farm/page-data/i/sugar-cube/page-data.json,sugar-cube__sugar-cube.json,200,sources_present,1,0,0,0,0,0,0,0,5,,,
Summer Basket,summer basket,https://buddy.farm/i/summer-basket/,https://buddy.farm/page-data/i/summer-basket/page-data.json,summer-basket__summer-basket.json,200,sources_blank,0,0,0,0,10,3,0,0,0,,,
Sun Egg,sun egg,https://buddy.farm/i/sun-egg/,https://buddy.farm/page-data/i/sun-egg/page-data.json,sun-egg__sun-egg.json,200,sources_present,0,0,0,0,0,1,0,0,2,,,
Sun Shades,sun shades,https://buddy.farm/i/sun-shades/,https://buddy.farm/page-data/i/sun-shades/page-data.json,sun-shades__sun-shades.json,200,sources_present,0,0,0,0,0,1,0,0,2,,,
Sunfish,sunfish,https://buddy.farm/i/sunfish/,https://buddy.farm/page-data/i/sunfish/page-data.json,sunfish__sunfish.json,200,sources_present,0,0,4,0,0,0,0,0,7,,,
Sunflower,sunflower,https://buddy.farm/i/sunflower/,https://buddy.farm/page-data/i/sunflower/page-data.json,sunflower__sunflower.json,200,sources_present,0,1,2,1,0,5,0,0,19,,,
Sunflower Oil,sunflower oil,https://buddy.farm/i/sunflower-oil/,https://buddy.farm/page-data/i/sunflower-oil/page-data.json,sunflower-oil__sunflower-oil.json,200,sources_present,1,0,0,0,0,0,0,0,21,,,
Sunflower Seeds,sunflower seeds,https://buddy.farm/i/sunflower-seeds/,https://buddy.farm/page-data/i/sunflower-seeds/page-data.json,sunflower-seeds__sunflower-seeds.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Sunscreen,sunscreen,https://buddy.farm/i/sunscreen/,https://buddy.farm/page-data/i/sunscreen/page-data.json,sunscreen__sunscreen.json,200,sources_present,0,0,0,0,0,1,0,0,2,,,
Sunstone,sunstone,https://buddy.farm/i/sunstone/,https://buddy.farm/page-data/i/sunstone/page-data.json,sunstone__sunstone.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Supply Bag 01,supply bag 01,https://buddy.farm/i/supply-bag-01/,https://buddy.farm/page-data/i/supply-bag-01/page-data.json,supply-bag-01__supply-bag-01.json,200,sources_present,0,0,0,0,3,0,0,0,3,,,
Supply Bag 02,supply bag 02,https://buddy.farm/i/supply-bag-02/,https://buddy.farm/page-data/i/supply-bag-02/page-data.json,supply-bag-02__supply-bag-02.json,200,sources_present,0,0,0,0,3,0,0,0,2,,,
Supply Crate 01,supply crate 01,https://buddy.farm/i/supply-crate-01/,https://buddy.farm/page-data/i/supply-crate-01/page-data.json,supply-crate-01__supply-crate-01.json,200,sources_present,0,0,0,0,4,1,0,0,2,,,
Supply Crate 02,supply crate 02,https://buddy.farm/i/supply-crate-02/,https://buddy.farm/page-data/i/supply-crate-02/page-data.json,supply-crate-02__supply-crate-02.json,200,sources_present,0,0,0,0,4,1,0,0,2,,,
Supply Voucher,supply voucher,https://buddy.farm/i/supply-voucher/,https://buddy.farm/page-data/i/supply-voucher/page-data.json,supply-voucher__supply-voucher.json,200,sources_present,0,0,0,0,0,3,0,0,2,,,
Support's Ticket,support s ticket,https://buddy.farm/i/support-s-ticket/,https://buddy.farm/page-data/i/support-s-ticket/page-data.json,support-s-ticket__support-s-ticket.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Swamp Algae,swamp algae,https://buddy.farm/i/swamp-algae/,https://buddy.farm/page-data/i/swamp-algae/page-data.json,swamp-algae__swamp-algae.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Swamp Gourd,swamp gourd,https://buddy.farm/i/swamp-gourd/,https://buddy.farm/page-data/i/swamp-gourd/page-data.json,swamp-gourd__swamp-gourd.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Swamp Puzzle,swamp puzzle,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,swamp-puzzle__swamp-puzzle.json,200,sources_present,1,0,0,0,0,0,0,0,0,,,
Swamp Thistle,swamp thistle,https://buddy.farm/i/swamp-thistle/,https://buddy.farm/page-data/i/swamp-thistle/page-data.json,swamp-thistle__swamp-thistle.json,200,sources_present,0,1,0,0,0,0,0,0,0,,,
Sweet Root,sweet root,https://buddy.farm/i/sweet-root/,https://buddy.farm/page-data/i/sweet-root/page-data.json,sweet-root__sweet-root.json,200,sources_present,0,2,4,1,0,0,0,0,32,,,
Swordfish,swordfish,https://buddy.farm/i/swordfish/,https://buddy.farm/page-data/i/swordfish/page-data.json,swordfish__swordfish.json,200,sources_present,0,0,4,1,0,0,0,0,4,,,
Tackle Box,tackle box,https://buddy.farm/i/tackle-box/,https://buddy.farm/page-data/i/tackle-box/page-data.json,tackle-box__tackle-box.json,200,sources_present,0,0,0,0,8,1,0,0,1,,,
Taco,taco,https://buddy.farm/i/taco/,https://buddy.farm/page-data/i/taco/page-data.json,taco__taco.json,200,sources_present,0,0,0,0,0,0,0,0,7,,,
Taffy,taffy,https://buddy.farm/i/taffy/,https://buddy.farm/page-data/i/taffy/page-data.json,taffy__taffy.json,200,sources_present,0,0,4,0,0,3,3,5,26,,,
Tanooki Buddy Doll,tanooki buddy doll,https://buddy.farm/i/tanooki-buddy-doll/,https://buddy.farm/page-data/i/tanooki-buddy-doll/page-data.json,tanooki-buddy-doll__tanooki-buddy-doll.json,200,sources_blank,0,0,0,0,0,1,0,0,0,,,
Tea Leaves,tea leaves,https://buddy.farm/i/tea-leaves/,https://buddy.farm/page-data/i/tea-leaves/page-data.json,tea-leaves__tea-leaves.json,200,sources_present,0,1,4,0,0,0,0,0,27,,,
Teapot,teapot,https://buddy.farm/i/teapot/,https://buddy.farm/page-data/i/teapot/page-data.json,teapot__teapot.json,200,sources_present,0,0,0,0,0,0,7,2,12,,,
Teddy Bear,teddy bear,https://buddy.farm/i/teddy-bear/,https://buddy.farm/page-data/i/teddy-bear/page-data.json,teddy-bear__teddy-bear.json,200,sources_present,0,0,0,0,0,0,0,0,14,,,
Tenfoo's Lost Sock,tenfoo s lost sock,https://buddy.farm/i/tenfoo-s-lost-sock/,https://buddy.farm/page-data/i/tenfoo-s-lost-sock/page-data.json,tenfoo-s-lost-sock__tenfoo-s-lost-sock.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Thank You Card,thank you card,https://buddy.farm/i/thank-you-card/,https://buddy.farm/page-data/i/thank-you-card/page-data.json,thank-you-card__thank-you-card.json,200,sources_present,0,0,0,0,0,1,0,0,65,,,
Thankful Notes,thankful notes,https://buddy.farm/i/thankful-notes/,https://buddy.farm/page-data/i/thankful-notes/page-data.json,thankful-notes__thankful-notes.json,200,sources_present,0,0,0,0,0,2,0,0,3,,,
Thomas Bobblehead,thomas bobblehead,https://buddy.farm/i/thomas-bobblehead/,https://buddy.farm/page-data/i/thomas-bobblehead/page-data.json,thomas-bobblehead__thomas-bobblehead.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Thomas's Cat's Meow,thomas s cat s meow,https://buddy.farm/i/thomas-s-cat-s-meow/,https://buddy.farm/page-data/i/thomas-s-cat-s-meow/page-data.json,thomas-s-cat-s-meow__thomas-s-cat-s-meow.json,200,sources_present,0,0,0,0,0,0,0,0,0,,,
Thomas's Cup of PB,thomas s cup of pb,https://buddy.farm/i/thomas-s-cup-of-pb/,https://buddy.farm/page-data/i/thomas-s-cup-of-pb/page-data.json,thomas-s-cup-of-pb__thomas-s-cup-of-pb.json,200,sources_present,0,0,0,0,0,1,0,0,2,,,
Thomas's Red Velvet Cake,thomas s red velvet cake,https://buddy.farm/i/thomas-s-red-velvet-cake/,https://buddy.farm/page-data/i/thomas-s-red-velvet-cake/page-data.json,thomas-s-red-velvet-cake__thomas-s-red-velvet-cake.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Thomas's Tavern Tote,thomas s tavern tote,https://buddy.farm/i/thomas-s-tavern-tote/,https://buddy.farm/page-data/i/thomas-s-tavern-tote/page-data.json,thomas-s-tavern-tote__thomas-s-tavern-tote.json,200,sources_blank,0,0,0,0,9,1,0,0,0,,,
Thorns,thorns,https://buddy.farm/i/thorns/,https://buddy.farm/page-data/i/thorns/page-data.json,thorns__thorns.json,200,sources_present,0,1,4,0,0,0,0,0,14,,,
Tie Dye Scarf,tie dye scarf,https://buddy.farm/i/tie-dye-scarf/,https://buddy.farm/page-data/i/tie-dye-scarf/page-data.json,tie-dye-scarf__tie-dye-scarf.json,200,sources_present,1,0,0,0,0,0,0,0,0,,,
Time Egg,time egg,https://buddy.farm/i/time-egg/,https://buddy.farm/page-data/i/time-egg/page-data.json,time-egg__time-egg.json,200,sources_present,0,0,0,0,0,1,0,0,10,,,
Tin Can,tin can,https://buddy.farm/i/tin-can/,https://buddy.farm/page-data/i/tin-can/page-data.json,tin-can__tin-can.json,200,sources_present,0,1,0,0,0,0,0,0,1,,,
Tin Scraps,tin scraps,https://buddy.farm/i/tin-scraps/,https://buddy.farm/page-data/i/tin-scraps/page-data.json,tin-scraps__tin-scraps.json,200,sources_present,1,1,0,0,0,0,0,0,0,,,
Toga Buddy Doll,toga buddy doll,https://buddy.farm/i/toga-buddy-doll/,https://buddy.farm/page-data/i/toga-buddy-doll/page-data.json,toga-buddy-doll__toga-buddy-doll.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Toilet Paper,toilet paper,https://buddy.farm/i/toilet-paper/,https://buddy.farm/page-data/i/toilet-paper/page-data.json,toilet-paper__toilet-paper.json,200,sources_present,0,0,0,0,0,0,0,0,18,,,
Tomato,tomato,https://buddy.farm/i/tomato/,https://buddy.farm/page-data/i/tomato/page-data.json,tomato__tomato.json,200,sources_present,0,4,2,1,0,1,0,0,40,,,
Tomato Seeds,tomato seeds,https://buddy.farm/i/tomato-seeds/,https://buddy.farm/page-data/i/tomato-seeds/page-data.json,tomato-seeds__tomato-seeds.json,200,sources_present,0,0,0,0,0,0,0,0,2,,,
Tombstone,tombstone,https://buddy.farm/i/tombstone/,https://buddy.farm/page-data/i/tombstone/page-data.json,tombstone__tombstone.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Toothbrush,toothbrush,https://buddy.farm/i/toothbrush/,https://buddy.farm/page-data/i/toothbrush/page-data.json,toothbrush__toothbrush.json,200,sources_present,0,0,0,0,0,1,0,0,1,,,
Torch Fish,torch fish,https://buddy.farm/i/torch-fish/,https://buddy.farm/page-data/i/torch-fish/page-data.json,torch-fish__torch-fish.json,200,sources_present,0,0,4,1,0,0,0,0,3,,,
Tower Key,tower key,https://buddy.farm/i/tower-key/,https://buddy.farm/page-data/i/tower-key/page-data.json,tower-key__tower-key.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Tower Prep Pack 01,tower prep pack 01,https://buddy.farm/i/tower-prep-pack-01/,https://buddy.farm/page-data/i/tower-prep-pack-01/page-data.json,tower-prep-pack-01__tower-prep-pack-01.json,200,sources_blank,0,0,0,0,12,0,0,0,0,,,
Toxic Tendrils,toxic tendrils,https://buddy.farm/i/toxic-tendrils/,https://buddy.farm/page-data/i/toxic-tendrils/page-data.json,toxic-tendrils__toxic-tendrils.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Transistor,transistor,https://buddy.farm/i/transistor/,https://buddy.farm/page-data/i/transistor/page-data.json,transistor__transistor.json,200,sources_present,0,5,4,0,0,0,0,0,6,,,
Travel Voucher,travel voucher,https://buddy.farm/i/travel-voucher/,https://buddy.farm/page-data/i/travel-voucher/page-data.json,travel-voucher__travel-voucher.json,200,sources_present,0,0,0,0,0,3,0,0,14,,,
Traveler's Bag 01,traveler s bag 01,https://buddy.farm/i/traveler-s-bag-01/,https://buddy.farm/page-data/i/traveler-s-bag-01/page-data.json,traveler-s-bag-01__traveler-s-bag-01.json,200,sources_blank,0,0,0,0,12,0,0,0,0,,,
Treasure Chest,treasure chest,https://buddy.farm/i/treasure-chest/,https://buddy.farm/page-data/i/treasure-chest/page-data.json,treasure-chest__treasure-chest.json,200,sources_present,1,0,0,0,0,0,0,1,26,,,
Treasure Key,treasure key,https://buddy.farm/i/treasure-key/,https://buddy.farm/page-data/i/treasure-key/page-data.json,treasure-key__treasure-key.json,200,sources_present,0,0,4,2,0,3,0,2,66,,,
